SANGER_MODEL_ID,cell_auc_train_mean,cell_auc_train_median,cell_centered_sensitivity_train
SIDM00747,0.8766373,0.940436,-0.0012345314
SIDM00748,0.8850796,0.946769,-0.007567525
SIDM00749,0.9353031,0.967139,-0.027937531
SIDM00750,0.90634954,0.943895,-0.004693508
SIDM00751,0.9236809,0.9633725,-0.024171054
SIDM00753,0.87411785,0.921189,0.018012464
SIDM00754,0.87695,0.9407165,-0.0015150309
SIDM00755,0.91173,0.9418585,-0.0026569963
SIDM00756,0.8707869,0.916875,0.02232647
SIDM00758,0.874086,0.931629,0.007572472
SIDM00759,0.86698216,0.924432,0.0147694945
SIDM00760,0.8674592,0.942504,-0.0033025146
SIDM00761,0.9525329,0.976061,-0.036859512
SIDM00762,0.87202907,0.919767,0.019434452
SIDM00763,0.8836076,0.938913,0.00028848648
SIDM00766,0.8529294,0.9443985,-0.005197048
SIDM00768,0.90898347,0.953022,-0.013820529
SIDM00769,0.91809326,0.950525,-0.011323512
SIDM00770,0.9287441,0.962627,-0.02342552
SIDM00771,0.87204754,0.942679,-0.0034775138
SIDM00772,0.90437466,0.962388,-0.023186505
SIDM00774,0.8591037,0.947206,-0.008004546
SIDM00776,0.8834258,0.932673,0.0065284967
SIDM00777,0.82841235,0.884585,0.05461645
SIDM00778,0.867669,0.92025,0.018951476
SIDM00779,0.8769792,0.929158,0.010043502
SIDM00781,0.8882741,0.925535,0.013666451
SIDM00782,0.91158825,0.958273,-0.01907152
SIDM00783,0.8666925,0.93493,0.0042714477
SIDM00785,0.8955386,0.9569955,-0.017794013
SIDM00789,0.8575174,0.9197275,0.01947397
SIDM00791,0.8935081,0.954057,-0.014855504
SIDM00792,0.9315789,0.960559,-0.021357536
SIDM00793,0.860833,0.9228645,0.016336977
SIDM00794,0.84334445,0.906647,0.032554448
SIDM00795,0.8516502,0.92809,0.011111498
SIDM00796,0.91438866,0.962114,-0.022912502
SIDM00797,0.87986803,0.962337,-0.023135543
SIDM00798,0.8749906,0.919359,0.019842446
SIDM00799,0.8630571,0.9183935,0.020807981
SIDM00801,0.8496299,0.9029585,0.036242962
SIDM00803,0.87293637,0.924268,0.014933467
SIDM00806,0.8825845,0.951624,-0.012422502
SIDM00807,0.87834424,0.946132,-0.00693053
SIDM00808,0.82339287,0.9082735,0.030927956
SIDM00810,0.868612,0.940715,-0.0015135407
SIDM00812,0.8889826,0.923174,0.01602745
SIDM00813,0.80581796,0.866926,0.07227546
SIDM00814,0.8582556,0.932631,0.0065704584
SIDM00815,0.8602834,0.905608,0.033593476
SIDM00816,0.8961425,0.946218,-0.0070165396
SIDM00817,0.8766258,0.935055,0.0041464567
SIDM00818,0.81262904,0.862124,0.07707745
SIDM00819,0.85560656,0.90637,0.03283149
SIDM00820,0.8557413,0.908918,0.030283451
SIDM00821,0.881032,0.925529,0.013672471
SIDM00826,0.85324365,0.924618,0.014583468
SIDM00828,0.9018712,0.9509015,-0.011700034
SIDM00829,0.84563965,0.941346,-0.0021445155
SIDM00831,0.85394084,0.916233,0.022968471
SIDM00832,0.90070695,0.957924,-0.018722534
SIDM00833,0.9216304,0.9570325,-0.017831028
SIDM00834,0.91471845,0.9513435,-0.012142003
SIDM00835,0.93530095,0.970754,-0.031552553
SIDM00837,0.8380494,0.898991,0.040210485
SIDM00839,0.8392942,0.892941,0.046260476
SIDM00841,0.88108665,0.945274,-0.006072521
SIDM00842,0.8882241,0.9655265,-0.026325047
SIDM00844,0.862159,0.9487975,-0.00959605
SIDM00845,0.86413336,0.9416265,-0.002425015
SIDM00846,0.9272275,0.9759575,-0.03675604
SIDM00847,0.9001564,0.948296,-0.009094536
SIDM00848,0.845758,0.934841,0.004360497
SIDM00849,0.8944922,0.937759,0.001442492
SIDM00850,0.8326696,0.890666,0.048535466
SIDM00852,0.8415003,0.93089,0.0083114505
SIDM00853,0.894946,0.9410905,-0.00188905
SIDM00854,0.80910575,0.8758795,0.06332195
SIDM00855,0.83993345,0.894358,0.044843495
SIDM00856,0.8084602,0.8675355,0.071666
SIDM00857,0.88428575,0.928838,0.01036346
SIDM00858,0.9010504,0.952983,-0.013781548
SIDM00859,0.8017072,0.8965995,0.042602003
SIDM00860,0.88643336,0.945513,-0.006311536
SIDM00861,0.877728,0.932832,0.0063694715
SIDM00863,0.8362515,0.900317,0.03888446
SIDM00864,0.87748593,0.9281,0.011101484
SIDM00865,0.8966737,0.955373,-0.016171515
SIDM00866,0.9052821,0.946606,-0.007404506
SIDM00867,0.90439534,0.93952,-0.00031852722
SIDM00870,0.8439709,0.876161,0.063040495
SIDM00872,0.8901954,0.959681,-0.0204795
SIDM00874,0.92093265,0.9508035,-0.011602044
SIDM00875,0.8709045,0.9447095,-0.0055080056
SIDM00877,0.864809,0.92277,0.01643145
SIDM00878,0.8668283,0.931059,0.008142471
SIDM00879,0.9276931,0.972363,-0.03316152
SIDM00881,0.9220044,0.9596925,-0.020491004
SIDM00882,0.9390139,0.969935,-0.030733526
SIDM00884,0.8697813,0.913793,0.025408447
SIDM00885,0.9103619,0.96756,-0.02835852
SIDM00886,0.8405588,0.914861,0.02434045
SIDM00887,0.87192315,0.949849,-0.010647535
SIDM00888,0.8226086,0.90373,0.0354715
SIDM00889,0.8488953,0.912152,0.027049482
SIDM00890,0.90223545,0.962694,-0.023492515
SIDM00892,0.9189441,0.944214,-0.005012512
SIDM00893,0.9208395,0.9696635,-0.030462027
SIDM00895,0.8383249,0.934287,0.0049144626
SIDM00896,0.8035184,0.8827865,0.05641496
SIDM00898,0.8716446,0.9288385,0.010362983
SIDM00899,0.92497814,0.9487985,-0.009597003
SIDM00900,0.8092903,0.8961095,0.043091953
SIDM00901,0.8867747,0.951116,-0.011914551
SIDM00903,0.8328348,0.886827,0.052374482
SIDM00905,0.9037396,0.95382,-0.014618516
SIDM00907,0.87340665,0.9300925,0.009108961
SIDM00909,0.89719015,0.938299,0.0009024739
SIDM00910,0.83515835,0.915215,0.023986459
SIDM00917,0.83427966,0.916451,0.022750497
SIDM00918,0.86585104,0.910362,0.028839469
SIDM00919,0.8475039,0.920863,0.018338501
SIDM00920,0.89829844,0.95768,-0.018478513
SIDM00921,0.875904,0.935416,0.003785491
SIDM00922,0.8922515,0.942481,-0.0032795072
SIDM00923,0.87358594,0.933069,0.0061324835
SIDM00924,0.91563606,0.955346,-0.016144514
SIDM00925,0.9153638,0.938289,0.0009124875
SIDM00926,0.94362843,0.972469,-0.033267498
SIDM00927,0.88597625,0.958155,-0.018953502
SIDM00928,0.89773446,0.945113,-0.005911529
SIDM00929,0.90523344,0.9527195,-0.013518035
SIDM00930,0.8720843,0.93265,0.0065514445
SIDM00931,0.8732839,0.942158,-0.0029565096
SIDM00932,0.82180476,0.872575,0.06662649
SIDM00933,0.8550822,0.9290555,0.010145962
SIDM00934,0.9047745,0.950879,-0.011677504
SIDM00935,0.82733965,0.915266,0.023935497
SIDM00936,0.87568325,0.9301815,0.009019971
SIDM00937,0.8527715,0.93237,0.006831467
SIDM00938,0.82633483,0.931744,0.0074574947
SIDM00939,0.88512355,0.930024,0.009177446
SIDM00940,0.88088083,0.9379445,0.0012570024
SIDM00941,0.84867835,0.888777,0.050424457
SIDM00942,0.86433715,0.9370725,0.0021289587
SIDM00943,0.8968029,0.9333555,0.005845964
SIDM00944,0.8774741,0.921955,0.017246485
SIDM00946,0.86779284,0.960016,-0.020814538
SIDM00947,0.8939846,0.936865,0.002336502
SIDM00948,0.8537391,0.9204935,0.01870799
SIDM00949,0.7824554,0.878977,0.060224473
SIDM00950,0.883004,0.939686,-0.00048452616
SIDM00951,0.827652,0.9313885,0.007812977
SIDM00952,0.79483765,0.870521,0.068680465
SIDM00953,0.874819,0.942583,-0.0033815503
SIDM00954,0.8856516,0.937987,0.0012144446
SIDM00955,0.86486495,0.910802,0.028399467
SIDM00956,0.9282046,0.957073,-0.017871499
SIDM00957,0.92045695,0.95071,-0.011508524
SIDM00958,0.8075274,0.913044,0.026157498
SIDM00961,0.88162315,0.962802,-0.023600519
SIDM00962,0.75828934,0.836306,0.1028955
SIDM00963,0.9127608,0.9553605,-0.016158998
SIDM00964,0.8303614,0.8969085,0.042292953
SIDM00965,0.8449586,0.925026,0.014175475
SIDM00966,0.84814084,0.903383,0.035818458
SIDM00967,0.9086056,0.953097,-0.013895512
SIDM00968,0.8769584,0.9392915,-9.000301e-05
SIDM00969,0.8617414,0.930816,0.008385479
SIDM00970,0.8445207,0.897433,0.04176849
SIDM00971,0.9284574,0.960094,-0.0208925
SIDM00973,0.86457187,0.922413,0.016788483
SIDM00974,0.8829281,0.948503,-0.009301543
SIDM00975,0.8903124,0.941032,-0.0018305182
SIDM00976,0.8830282,0.9343195,0.004881978
SIDM00980,0.8675814,0.9402585,-0.0010570288
SIDM00981,0.773944,0.914771,0.024430454
SIDM00982,0.86375195,0.934667,0.004534483
SIDM00983,0.89846265,0.96452,-0.025318503
SIDM00984,0.7800935,0.843311,0.09589046
SIDM00985,0.8320539,0.962794,-0.023592532
SIDM00986,0.9063084,0.949751,-0.010549545
SIDM00987,0.87827265,0.937075,0.0021264553
SIDM00988,0.8797167,0.941021,-0.001819551
SIDM00989,0.8456112,0.919716,0.019485474
SIDM00990,0.8628207,0.89802,0.041181445
SIDM00992,0.8768365,0.934985,0.004216492
SIDM00993,0.8023233,0.883459,0.055742502
SIDM00994,0.8327244,0.930897,0.008304477
SIDM00995,0.84196275,0.888724,0.050477445
SIDM00996,0.89068913,0.9345955,0.004605949
SIDM00997,0.8805771,0.934897,0.0043044686
SIDM00998,0.87072754,0.944104,-0.0049025416
SIDM00999,0.8898393,0.955356,-0.016154528
SIDM01000,0.8950238,0.941104,-0.0019025207
SIDM01001,0.8215691,0.929628,0.00957346
SIDM01002,0.920748,0.961991,-0.022789538
SIDM01003,0.7954234,0.892536,0.04666549
SIDM01004,0.84647363,0.918251,0.020950496
SIDM01005,0.786116,0.8538965,0.085304976
SIDM01006,0.86185116,0.9374945,0.0017069578
SIDM01007,0.8653956,0.943136,-0.0039345026
SIDM01008,0.85270214,0.916572,0.0226295
SIDM01009,0.8428599,0.946925,-0.0077235103
SIDM01010,0.8571332,0.935828,0.0033735037
SIDM01011,0.8587337,0.9277675,0.011433959
SIDM01012,0.7724762,0.843119,0.09608245
SIDM01013,0.77624464,0.830005,0.109196484
SIDM01015,0.8069991,0.9075315,0.031669974
SIDM01016,0.83082616,0.915981,0.02322048
SIDM01017,0.8850081,0.9825,-0.043298542
SIDM01018,0.8925147,0.952928,-0.013726532
SIDM01019,0.87192225,0.941344,-0.0021425486
SIDM01020,0.83925426,0.921296,0.017905474
SIDM01023,0.7612677,0.8227855,0.11641598
SIDM01024,0.9324859,0.962595,-0.023393512
SIDM01025,0.89366126,0.9371635,0.002038002
SIDM01026,0.89911175,0.965808,-0.0266065
SIDM01027,0.88410157,0.9389745,0.00022697449
SIDM01028,0.8960219,0.942815,-0.0036135316
SIDM01029,0.88746,0.947104,-0.007902503
SIDM01030,0.8913621,0.9577845,-0.018583
SIDM01031,0.83586806,0.885859,0.05334246
SIDM01032,0.8713475,0.926093,0.013108492
SIDM01033,0.8572734,0.936838,0.002363503
SIDM01034,0.8086753,0.896194,0.043007493
SIDM01036,0.88791114,0.950757,-0.0115555525
SIDM01037,0.9129215,0.9664815,-0.027280033
SIDM01038,0.81918365,0.8999045,0.039296985
SIDM01039,0.849151,0.909095,0.030106485
SIDM01040,0.8980649,0.9369755,0.002225995
SIDM01041,0.8519686,0.908754,0.030447483
SIDM01042,0.85213715,0.943189,-0.0039875507
SIDM01043,0.84593004,0.937955,0.0012464523
SIDM01044,0.8523366,0.909567,0.029634476
SIDM01045,0.90061164,0.950815,-0.011613548
SIDM01047,0.8443663,0.938784,0.00041747093
SIDM01048,0.9045701,0.964478,-0.025276542
SIDM01051,0.89642763,0.933905,0.0052964687
SIDM01052,0.8956689,0.9217,0.017501473
SIDM01055,0.8734811,0.947736,-0.008534551
SIDM01056,0.88727885,0.941382,-0.0021805167
SIDM01057,0.7994038,0.8735795,0.06562197
SIDM01058,0.8952975,0.961937,-0.022735536
SIDM01059,0.8500225,0.912192,0.027009487
SIDM01060,0.9043718,0.962533,-0.023331523
SIDM01062,0.8784802,0.9404755,-0.0012740493
SIDM01064,0.8938044,0.9462,-0.006998539
SIDM01066,0.87557936,0.9515035,-0.012302041
SIDM01067,0.88715297,0.928802,0.010399461
SIDM01068,0.85906893,0.913739,0.025462449
SIDM01069,0.86025333,0.923956,0.015245497
SIDM01070,0.8884937,0.9419015,-0.0027000308
SIDM01071,0.8786699,0.947768,-0.008566499
SIDM01072,0.905752,0.947047,-0.007845521
SIDM01073,0.8486046,0.936596,0.0026054978
SIDM01076,0.7754461,0.861114,0.07808745
SIDM01077,0.8830038,0.933579,0.0056224465
SIDM01078,0.89656013,0.9528595,-0.013658047
SIDM01079,0.8786717,0.940557,-0.0013555288
SIDM01080,0.89551544,0.952495,-0.013293505
SIDM01081,0.8979436,0.951158,-0.011956513
SIDM01082,0.9380322,0.975193,-0.03599155
SIDM01083,0.9003651,0.951956,-0.0127545
SIDM01084,0.89864004,0.958429,-0.019227505
SIDM01085,0.90457,0.9499215,-0.010720015
SIDM01086,0.83606607,0.935622,0.0035794973
SIDM01087,0.85094106,0.915872,0.023329496
SIDM01088,0.8746503,0.94425,-0.0050485134
SIDM01089,0.81226695,0.892994,0.046207488
SIDM01090,0.87069327,0.933605,0.005596459
SIDM01092,0.8704858,0.942883,-0.0036815405
SIDM01093,0.9306484,0.9624095,-0.023208022
SIDM01095,0.90382576,0.9635855,-0.024384022
SIDM01096,0.8452293,0.923592,0.015609503
SIDM01097,0.8489506,0.928392,0.010809481
SIDM01098,0.8503675,0.9144365,0.024764955
SIDM01099,0.88730717,0.9422935,-0.0030920506
SIDM01100,0.8654519,0.941871,-0.0026695132
SIDM01101,0.8868397,0.939534,-0.0003325343
SIDM01102,0.83203894,0.927808,0.011393487
SIDM01103,0.9027979,0.946398,-0.0071965456
SIDM01104,0.89870214,0.940309,-0.0011075139
SIDM01105,0.8831793,0.930241,0.008960485
SIDM01106,0.89000154,0.936527,0.0026744604
SIDM01107,0.90514696,0.954856,-0.015654504
SIDM01109,0.884769,0.950499,-0.011297524
SIDM01110,0.9049369,0.955626,-0.016424537
SIDM01111,0.8264773,0.922324,0.016877472
SIDM01112,0.86180055,0.924197,0.015004456
SIDM01113,0.8976114,0.957407,-0.018205523
SIDM01114,0.8801207,0.9537485,-0.01454705
SIDM01116,0.8894581,0.94919,-0.009988546
SIDM01117,0.8728961,0.941467,-0.002265513
SIDM01118,0.9077102,0.946399,-0.0071974993
SIDM01119,0.9104934,0.949205,-0.010003507
SIDM01120,0.9015305,0.96976,-0.030558527
SIDM01121,0.8462929,0.904988,0.034213483
SIDM01122,0.92563796,0.969179,-0.0299775
SIDM01123,0.96131206,0.9893415,-0.050140023
SIDM01124,0.9302449,0.9741505,-0.034949005
SIDM01125,0.8461804,0.896737,0.042464495
SIDM01126,0.8711599,0.9325335,0.0066679716
SIDM01127,0.9093602,0.9482275,-0.009026051
SIDM01128,0.8695049,0.960714,-0.021512508
SIDM01129,0.8615078,0.944938,-0.00573653
SIDM01130,0.8716309,0.928272,0.010929465
SIDM01131,0.86216015,0.938432,0.00076949596
SIDM01132,0.87392706,0.942067,-0.002865553
SIDM01133,0.88535696,0.942719,-0.0035175085
SIDM01134,0.8980357,0.952,-0.012798548
SIDM01135,0.8712898,0.903366,0.035835445
SIDM01136,0.9270799,0.959537,-0.020335555
SIDM01137,0.8841878,0.9057955,0.03340596
SIDM01138,0.88682973,0.928371,0.010830462
SIDM01139,0.8717684,0.913799,0.025402486
SIDM01140,0.81648386,0.865611,0.07359046
SIDM01141,0.8986203,0.935891,0.0033105016
SIDM01144,0.87643653,0.9413485,-0.002147019
SIDM01145,0.81556314,0.8894985,0.049703002
SIDM01146,0.8943047,0.952807,-0.013605535
SIDM01147,0.84870744,0.896862,0.042339504
SIDM01148,0.80231214,0.908932,0.030269504
SIDM01149,0.8133989,0.8925465,0.046655
SIDM01150,0.8461332,0.909541,0.029660463
SIDM01154,0.83143103,0.894885,0.04431647
SIDM01155,0.8802716,0.940035,-0.00083351135
SIDM01156,0.8888318,0.929538,0.009663463
SIDM01157,0.83981735,0.90318,0.03602147
SIDM01159,0.89668024,0.945813,-0.006611526
SIDM01160,0.9138334,0.960115,-0.020913541
SIDM01161,0.84621567,0.9045,0.034701467
SIDM01162,0.8919769,0.925617,0.013584495
SIDM01163,0.9234614,0.958666,-0.019464552
SIDM01164,0.8557908,0.9162625,0.022938967
SIDM01165,0.9217947,0.959194,-0.01999253
SIDM01168,0.8803125,0.92688,0.012321472
SIDM01169,0.85316944,0.907875,0.031326473
SIDM01170,0.8724173,0.948675,-0.009473503
SIDM01171,0.8968443,0.954353,-0.015151501
SIDM01172,0.8533165,0.914413,0.024788499
SIDM01173,0.85525054,0.913647,0.025554478
SIDM01174,0.9362671,0.9667625,-0.027561009
SIDM01175,0.9196414,0.950475,-0.011273503
SIDM01176,0.8448089,0.954822,-0.01562053
SIDM01177,0.70815986,0.781325,0.15787649
SIDM01178,0.922549,0.957331,-0.018129528
SIDM01179,0.89057374,0.95146,-0.01225853
SIDM01180,0.8915519,0.933277,0.0059244633
SIDM01181,0.86214185,0.920001,0.019200504
SIDM01182,0.8971274,0.9571625,-0.017961025
SIDM01183,0.89990205,0.9576915,-0.018490016
SIDM01184,0.9191083,0.962743,-0.02354151
SIDM01185,0.9160453,0.951373,-0.012171507
SIDM01186,0.8821317,0.95203,-0.012828529
SIDM01187,0.89742315,0.9390925,0.00010895729
SIDM01188,0.9282205,0.9567325,-0.017531037
SIDM01189,0.90472203,0.94636,-0.007158518
SIDM01190,0.9196193,0.9575205,-0.01831901
SIDM01191,0.9146714,0.960117,-0.020915508
SIDM01193,0.88712776,0.94192,-0.0027185082
SIDM01194,0.9021648,0.934258,0.00494349
SIDM01197,0.9016803,0.953554,-0.0143525
SIDM01198,0.82443815,0.907295,0.031906486
SIDM01199,0.8891261,0.937961,0.0012404919
SIDM01203,0.8239604,0.878576,0.060625494
SIDM01205,0.8752241,0.9617405,-0.02253902
SIDM01206,0.84078556,0.958728,-0.019526541
SIDM01210,0.9065211,0.946273,-0.0070715547
SIDM01217,0.84936666,0.94372,-0.004518509
SIDM01218,0.9087282,0.96947,-0.03026855
SIDM01220,0.88407606,0.939952,-0.0007505417
SIDM01228,0.8894484,0.945105,-0.005903542
SIDM01229,0.8883834,0.942954,-0.0037525296
SIDM01233,0.88291264,0.920434,0.018767476
SIDM01237,0.9111148,0.94002,-0.0008185506
SIDM01240,0.90489775,0.960129,-0.020927548
SIDM01242,0.91357815,0.95984,-0.020638525
SIDM01245,0.8157845,0.878039,0.06116247
SIDM01246,0.81730497,0.887665,0.0515365
SIDM01247,0.89446706,0.977563,-0.03836155
SIDM01248,0.8915752,0.9547845,-0.015583038
SIDM01251,0.83334136,0.933602,0.0055994987
SIDM01259,0.82936215,0.884654,0.05454749
SIDM01265,0.83636844,0.9398495,-0.0006480217
