SANGER_MODEL_ID,target_gene,n_drugs,mean_delta_auc,std_delta_auc,abs_mean_delta,frac_sensitising,is_known_drug_target,targeted_by_drugs,within_cell_percentile,is_top5pct,rank_in_cell
SIDM00416,HDAC1,54,0.0008318435284309089,0.0008844242547638714,0.0010488403495401144,0.9074074074074074,True,Entinostat,99.43396226415095,True,4
SIDM00416,GSTP1,54,0.0005174839170649648,0.00020910720922984183,0.0005174839170649648,0.9814814814814815,False,,99.24528301886792,True,5
SIDM00416,MTOR,54,0.0004460494383238256,0.00020060538372490555,0.00045438084634952247,0.9629629629629629,True,AZD8055,99.05660377358491,True,6
SIDM00416,PIM2,54,0.000390254775993526,0.00015352197806350887,0.00040989505941979587,0.9629629629629629,True,AZD1208,98.86792452830188,True,7
SIDM00416,MAPK3,54,0.00034483769559301436,0.00040461320895701647,0.00042845640564337373,0.7407407407407407,True,"Ulixertinib,VX-11e",98.67924528301887,True,8
SIDM00416,TP53I11,54,0.0003361337585374713,9.65153012657538e-05,0.0003361337585374713,0.9814814814814815,False,,98.49056603773585,True,9
SIDM00416,ROCK1,54,0.00032427438418380916,0.00039930955972522497,0.0004532637831289321,0.8518518518518519,True,GSK269962A,98.30188679245283,True,10
SIDM00425,BCL2L1,54,0.0015901194419711828,0.0002332946751266718,0.0015901194419711828,1.0,True,TW 37,100.0,True,1
SIDM00425,MAP2K2,54,0.001443538349121809,0.0006063157925382257,0.0014552584616467357,0.9629629629629629,True,Trametinib,99.81132075471699,True,2
SIDM00425,MAP2K1,54,0.0007658446556888521,0.0003849568893201649,0.0008088769973255694,0.9629629629629629,True,Trametinib,99.62264150943396,True,3
SIDM00425,SDC4,54,0.0006171641289256513,7.293187081813812e-05,0.0006171641289256513,1.0,False,,99.43396226415095,True,4
SIDM00425,MT2A,54,0.0006120878388173878,0.0001135085040004924,0.0006120878388173878,1.0,False,,99.24528301886792,True,5
SIDM00425,CD9,54,0.0005789862480014563,0.00011264013301115483,0.0005789862480014563,1.0,False,,99.05660377358491,True,6
SIDM00425,LGALS3BP,54,0.0005642860196530819,0.00016222130216192454,0.0005642860196530819,0.9814814814814815,False,,98.86792452830188,True,7
SIDM00425,CTSZ,54,0.0005560848512686789,0.00011473929771455005,0.0005560848512686789,1.0,False,,98.67924528301887,True,8
SIDM00425,TPM1,54,0.0005537117249332368,8.364383393200114e-05,0.0005537117249332368,1.0,False,,98.49056603773585,True,9
SIDM00425,PLK2,54,0.0005186122725717723,6.63599421386607e-05,0.0005186122725717723,1.0,False,,98.30188679245283,True,10
SIDM00431,MAP2K1,54,0.0021545886993408203,0.000638616387732327,0.0021545886993408203,1.0,True,Trametinib,100.0,True,1
SIDM00431,HDAC3,54,0.0014363880036398768,0.0010972140589728951,0.0014628492062911391,0.9629629629629629,True,Entinostat,99.81132075471699,True,2
SIDM00431,MAP2K2,54,0.0012675882317125797,0.0008632551180198789,0.0013929842971265316,0.8703703703703703,True,Trametinib,99.62264150943396,True,3
SIDM00431,BRD2,54,0.0007682233117520809,0.000791786820627749,0.0008984704618342221,0.8518518518518519,True,JQ1,99.43396226415095,True,4
SIDM00431,BCL2L1,54,0.0007051356369629502,0.0003733281046152115,0.0007337182760238647,0.9629629629629629,True,TW 37,99.24528301886792,True,5
SIDM00431,CDK2,54,0.000683974358253181,0.0004450705018825829,0.0007548045250587165,0.9074074074074074,True,AZD5438,99.05660377358491,True,6
SIDM00431,GLUL,54,0.0005609867512248456,0.0002800669753924012,0.0005866664578206837,0.9074074074074074,False,,98.86792452830188,True,7
SIDM00431,GSTP1,54,0.0005586478509940207,0.0002489425824023783,0.0005586478509940207,0.9444444444444444,False,,98.67924528301887,True,8
SIDM00431,CTSH,54,0.0005578122800216079,0.0003072576073464006,0.0005777831538580358,0.8888888888888888,False,,98.49056603773585,True,9
SIDM00431,MCL1,54,0.0005170636577531695,0.0007483267108909786,0.0006618654006160796,0.6111111111111112,True,MIM1,98.30188679245283,True,10
SIDM00445,MAP2K1,54,0.0011466832365840673,0.0009150481200776994,0.0012812280328944325,0.9074074074074074,True,Trametinib,100.0,True,1
SIDM00445,HDAC1,54,0.0008590464130975306,0.0005510668852366507,0.0009015080868266523,0.9074074074074074,True,Entinostat,99.81132075471699,True,2
SIDM00445,GSTP1,54,0.0006279150838963687,0.0003401096910238266,0.0006862934096716344,0.9259259259259259,False,,99.62264150943396,True,3
SIDM00445,ID1,54,0.0006114622228778899,0.00015437116962857544,0.0006114622228778899,1.0,False,,99.43396226415095,True,4
SIDM00445,FXYD5,54,0.000568926043342799,0.0002158772840630263,0.0005777249461971223,0.9444444444444444,False,,99.24528301886792,True,5
SIDM00445,PIM3,54,0.0005602248711511493,0.0006540245376527309,0.0006979518802836537,0.9259259259259259,True,AZD1208,99.05660377358491,True,6
SIDM00445,BCL2L1,54,0.0005530063644982874,0.0004918493214063346,0.000560677726753056,0.9074074074074074,True,TW 37,98.86792452830188,True,7
SIDM00445,WLS,54,0.0005317848990671337,9.45065839914605e-05,0.0005317848990671337,1.0,False,,98.67924528301887,True,8
SIDM00445,MAPK1,54,0.0005299846525304019,0.0006457141134887934,0.0005620166193693876,0.8703703703703703,True,Ulixertinib,98.49056603773585,True,9
SIDM00445,CD9,54,0.000493629660923034,0.00014815802569501102,0.000493629660923034,1.0,False,,98.30188679245283,True,10
SIDM00457,HDAC3,54,0.001514239702373743,0.0012638285988941789,0.0016426458023488522,0.8888888888888888,True,Entinostat,100.0,True,1
SIDM00457,MAP2K2,54,0.0014156423276290298,0.0008248783997260034,0.0014254649868234992,0.9629629629629629,True,Trametinib,99.81132075471699,True,2
SIDM00457,HDAC1,54,0.0010994868353009224,0.0008793193846940994,0.0012584629002958536,0.8888888888888888,True,Entinostat,99.62264150943396,True,3
SIDM00457,PIK3CB,54,0.00063353031873703,0.0005910468753427267,0.0007608557934872806,0.9259259259259259,True,Buparlisib,99.43396226415095,True,4
SIDM00457,PARP1,54,0.0005406654672697186,0.0004798057780135423,0.0006668060086667538,0.8518518518518519,True,Talazoparib,99.24528301886792,True,5
SIDM00457,HLA-C,54,0.0004488828417379409,0.000413817644584924,0.0005441735847853124,0.8333333333333334,False,,99.05660377358491,True,6
SIDM00457,FXYD5,54,0.00037326442543417215,0.00018221998470835388,0.0003907396167051047,0.8888888888888888,False,,98.86792452830188,True,7
SIDM00457,MAP2K1,54,0.0003630703722592443,0.0005978961708024144,0.0005663895281031728,0.7037037037037037,True,Trametinib,98.67924528301887,True,8
SIDM00457,TMSB4XP6,54,0.0003263326652813703,0.0001855058508226648,0.000333443284034729,0.9074074074074074,False,,98.49056603773585,True,9
SIDM00457,GSTP1,54,0.0002949287591036409,0.00034596401383168995,0.0004129768640268594,0.8333333333333334,False,,98.30188679245283,True,10
SIDM00467,MCL1,35,0.0012233555316925049,0.0006699332152493298,0.0012377287494018674,0.9428571428571428,True,MIM1,100.0,True,1
SIDM00467,PIM3,35,0.0009851455688476562,0.00033657936728559434,0.0009851455688476562,1.0,True,AZD1208,99.81132075471699,True,2
SIDM00467,GLUL,35,0.0007145268609747291,0.0002203595795435831,0.0007154089980758727,0.9714285714285714,False,,99.62264150943396,True,3
SIDM00467,PIK3CB,35,0.0006028601201251149,0.00036980470758862793,0.0006470663356594741,0.8857142857142857,True,Buparlisib,99.43396226415095,True,4
SIDM00467,MAP2K1,35,0.0006025625043548644,0.0005561310099437833,0.0007385173230431974,0.8571428571428571,True,Trametinib,99.24528301886792,True,5
SIDM00467,MDM2,35,0.0005755807505920529,0.0002685086219571531,0.0005755807505920529,0.9428571428571428,True,Nutlin-3a (-),99.05660377358491,True,6
SIDM00467,HDAC3,35,0.0005196379497647285,0.001138147315941751,0.0009298286167904735,0.8285714285714286,True,Entinostat,98.86792452830188,True,7
SIDM00467,PLIN2,35,0.0004494773456826806,0.00014676747377961874,0.0004499712085817009,0.9714285714285714,False,,98.67924528301887,True,8
SIDM00467,CDK1,35,0.0004467517137527466,0.0003183593798894435,0.00047470800927840173,0.8571428571428571,True,AZD5438,98.49056603773585,True,9
SIDM00467,FABP5,35,0.00037528530810959637,0.00023413852613884956,0.0004027273098472506,0.8571428571428571,False,,98.30188679245283,True,10
SIDM00469,HDAC1,54,0.0030342114623636007,0.0010537360794842243,0.0031396576669067144,0.9814814814814815,True,Entinostat,100.0,True,1
SIDM00469,BRD2,54,0.002516732085496187,0.000917140394449234,0.002548925345763564,0.9629629629629629,True,JQ1,99.81132075471699,True,2
SIDM00469,MAP2K1,54,0.002297501778230071,0.0006996520678512752,0.002297501778230071,1.0,True,Trametinib,99.62264150943396,True,3
SIDM00469,MCL1,54,0.001258515054360032,0.0004826250660698861,0.0012756878277286887,0.9814814814814815,True,MIM1,99.43396226415095,True,4
SIDM00469,HDAC3,54,0.0010826383950188756,0.001455833436921239,0.0012920184526592493,0.9259259259259259,True,Entinostat,99.24528301886792,True,5
SIDM00469,CDK2,54,0.0010514690075069666,0.0005732396384701133,0.0010629207827150822,0.9814814814814815,True,AZD5438,99.05660377358491,True,6
SIDM00469,PIK3CB,54,0.0007890667184256017,0.0002724241930991411,0.0007890667184256017,1.0,True,Buparlisib,98.86792452830188,True,7
SIDM00469,CTSH,54,0.0007606695289723575,0.00015252517187036574,0.0007613505586050451,0.9814814814814815,False,,98.67924528301887,True,8
SIDM00469,MTOR,54,0.0007590304012410343,0.00035604718141257763,0.0007590304012410343,0.9814814814814815,True,AZD8055,98.49056603773585,True,9
SIDM00469,FOS,54,0.0006431302754208446,0.00023067028087098151,0.0006431302754208446,1.0,False,,98.30188679245283,True,10
SIDM00473,MAP2K1,35,0.001996384235098958,0.0006512872059829533,0.001996384235098958,1.0,True,Trametinib,100.0,True,1
SIDM00473,MAP2K2,35,0.0014758246252313256,0.0012536353897303343,0.0017139333067461848,0.8,True,Trametinib,99.81132075471699,True,2
SIDM00473,ANXA2,35,0.0007071793079376221,0.00018244393868371844,0.0007071793079376221,0.9714285714285714,False,,99.62264150943396,True,3
SIDM00473,MT2A,35,0.0005734784062951803,0.00010889709665207192,0.0005734784062951803,1.0,False,,99.43396226415095,True,4
SIDM00473,AHNAK,35,0.0005537152173928916,0.00013052066788077354,0.0005537152173928916,1.0,False,,99.24528301886792,True,5
SIDM00473,LGALS3BP,35,0.0005454914644360542,0.0001404494687449187,0.0005454914644360542,0.9714285714285714,False,,99.05660377358491,True,6
SIDM00473,ANXA1,35,0.0005165849579498172,0.00011736243322957307,0.0005165849579498172,1.0,False,,98.86792452830188,True,7
SIDM00473,CCND1,35,0.000505576841533184,0.00011872350296471268,0.000505576841533184,1.0,False,,98.67924528301887,True,8
SIDM00473,PLS3,35,0.0004944512038491666,0.00015809382603038102,0.0004944512038491666,1.0,False,,98.49056603773585,True,9
SIDM00473,PTGR1,35,0.0004929338465444744,0.00012536482245195657,0.0004929338465444744,1.0,False,,98.30188679245283,True,10
SIDM00477,MAP2K1,54,0.002353680320084095,0.0003512911789584905,0.002353680320084095,1.0,True,Trametinib,100.0,True,1
SIDM00477,BRD2,54,0.0018111434765160084,0.0008351634023711085,0.0018687634728848934,0.9814814814814815,True,JQ1,99.81132075471699,True,2
SIDM00477,BCL2L1,54,0.0012542440090328455,0.00044279624125920236,0.0012542440090328455,0.9814814814814815,True,TW 37,99.62264150943396,True,3
SIDM00477,CDK2,54,0.0010321206646040082,0.0002068266912829131,0.0010321206646040082,1.0,True,AZD5438,99.43396226415095,True,4
SIDM00477,HDAC1,54,0.000961829093284905,0.0004895085585303605,0.0009648071136325598,0.9629629629629629,True,Entinostat,99.24528301886792,True,5
SIDM00477,PIM3,54,0.0008637408609502017,0.00046890205703675747,0.0009225066169165075,0.9629629629629629,True,AZD1208,99.05660377358491,True,6
SIDM00477,PLS3,54,0.0008011559839360416,0.0001271795335924253,0.0008011559839360416,1.0,False,,98.86792452830188,True,7
SIDM00477,FXYD5,54,0.0007822745246812701,0.00012776610674336553,0.0007822745246812701,1.0,False,,98.67924528301887,True,8
SIDM00477,AHNAK,54,0.0007753968238830566,0.00011234261910431087,0.0007753968238830566,1.0,False,,98.49056603773585,True,9
SIDM00477,FAT1,54,0.0007588223088532686,6.196844333317131e-05,0.0007588223088532686,1.0,False,,98.30188679245283,True,10
SIDM00482,MAP2K1,40,0.0013908080291002989,0.0005136833060532808,0.0013929657870903611,0.975,True,Trametinib,100.0,True,1
SIDM00482,PIM3,40,0.001258899224922061,0.0003731143078766763,0.001258899224922061,1.0,True,AZD1208,99.81132075471699,True,2
SIDM00482,MAP2K2,40,0.0011415581684559584,0.00039082669536583126,0.0011415581684559584,0.975,True,Trametinib,99.62264150943396,True,3
SIDM00482,BRD2,40,0.0011081785196438432,0.0010172894690185785,0.001386389834806323,0.825,True,JQ1,99.43396226415095,True,4
SIDM00482,PIK3CB,40,0.0009795427322387695,0.0002120766876032576,0.0009795427322387695,1.0,True,Buparlisib,99.24528301886792,True,5
SIDM00482,BCL2L1,40,0.0008758060866966844,0.000457663118140772,0.0008835397893562913,0.975,True,TW 37,99.05660377358491,True,6
SIDM00482,HDAC1,40,0.0006932247197255492,0.0007894870359450579,0.0008842487004585564,0.85,True,Entinostat,98.86792452830188,True,7
SIDM00482,PYGL,40,0.0006008792552165687,0.000119584052299615,0.0006008792552165687,1.0,False,,98.67924528301887,True,8
SIDM00482,WLS,40,0.0005561712896451354,9.664996468927711e-05,0.0005561712896451354,1.0,False,,98.49056603773585,True,9
SIDM00482,PIK3CA,40,0.00053842255147174,0.0003499760932754725,0.0005927134188823402,0.925,True,"Buparlisib,Alpelisib",98.30188679245283,True,10
SIDM00493,MAP2K1,35,0.0018432991346344352,0.0005157573032192886,0.0018432991346344352,1.0,True,Trametinib,100.0,True,1
SIDM00493,MAP2K2,35,0.0017912405310198665,0.0007938905619084835,0.0018393975915387273,0.9714285714285714,True,Trametinib,99.81132075471699,True,2
SIDM00493,BRD2,35,0.0013204183196648955,0.0010890185367316008,0.0015488266944885254,0.9714285714285714,True,JQ1,99.62264150943396,True,3
SIDM00493,AHNAK,35,0.0008165240287780762,8.38974883663468e-05,0.0008165240287780762,1.0,False,,99.43396226415095,True,4
SIDM00493,FXYD5,35,0.0007495914469473064,7.062865915941074e-05,0.0007495914469473064,1.0,False,,99.24528301886792,True,5
SIDM00493,PLS3,35,0.0006655965698882937,9.195257734972984e-05,0.0006655965698882937,1.0,False,,99.05660377358491,True,6
SIDM00493,ANXA2,35,0.0006242411327548325,0.0002581209992058575,0.0006414379458874464,0.9428571428571428,False,,98.86792452830188,True,7
SIDM00493,MCL1,35,0.0006212132284417748,0.0005923914141021669,0.000709588173776865,0.8857142857142857,True,MIM1,98.67924528301887,True,8
SIDM00493,BCL2L1,35,0.0005830475129187107,0.0006911254022270441,0.0006626691319979727,0.8,True,TW 37,98.49056603773585,True,9
SIDM00493,MT2A,35,0.0005730424891225994,0.00010407526133349165,0.0005730424891225994,1.0,False,,98.30188679245283,True,10
SIDM00499,HDAC1,54,0.0025448512751609087,0.0010837300214916468,0.0026502157561481,0.9629629629629629,True,Entinostat,100.0,True,1
SIDM00499,HDAC3,54,0.002159800613299012,0.0017641360173001885,0.002300624269992113,0.9629629629629629,True,Entinostat,99.81132075471699,True,2
SIDM00499,BRD2,54,0.0016767322085797787,0.001279257470741868,0.0017394506139680743,0.9259259259259259,True,JQ1,99.62264150943396,True,3
SIDM00499,MCL1,54,0.0008046985603868961,0.0008814239990897477,0.0008739989134483039,0.7962962962962963,True,MIM1,99.43396226415095,True,4
SIDM00499,MTOR,54,0.000667141517624259,0.0003798126708716154,0.0006948168738745153,0.9444444444444444,True,AZD8055,99.24528301886792,True,5
SIDM00499,CDK2,54,0.0005524274311028421,0.0003868482308462262,0.0005804206593893468,0.8888888888888888,True,AZD5438,99.05660377358491,True,6
SIDM00499,PIM2,54,0.00046512510743923485,0.00011426200944697484,0.00046512510743923485,1.0,True,AZD1208,98.86792452830188,True,7
SIDM00499,MAP2K1,54,0.00044297840213403106,0.0004467910621315241,0.0005206256173551083,0.8333333333333334,True,Trametinib,98.67924528301887,True,8
SIDM00499,MAPK1,54,0.0004254792002029717,0.00040906647336669266,0.00045853990013711154,0.7407407407407407,True,Ulixertinib,98.49056603773585,True,9
SIDM00499,PLS3,54,0.0004180382820777595,0.00013143308751750737,0.0004180382820777595,1.0,False,,98.30188679245283,True,10
SIDM00502,BRD2,54,0.001544539351016283,0.0006434757960960269,0.001544539351016283,1.0,True,JQ1,100.0,True,1
SIDM00502,HDAC1,54,0.0011475597275421023,0.0006575006991624832,0.0012204975355416536,0.9444444444444444,True,Entinostat,99.81132075471699,True,2
SIDM00502,MCL1,54,0.0008288503158837557,0.0008278742898255587,0.0008763386867940426,0.8333333333333334,True,MIM1,99.62264150943396,True,3
SIDM00502,HDAC3,54,0.0008091818890534341,0.00140434002969414,0.001364341238513589,0.7592592592592593,True,Entinostat,99.43396226415095,True,4
SIDM00502,BCL2L1,54,0.0006724902195855975,0.000547083851415664,0.0007558864890597761,0.8333333333333334,True,TW 37,99.24528301886792,True,5
SIDM00502,PIM2,54,0.0006658073398284614,0.00018446310423314571,0.0006658073398284614,0.9814814814814815,True,AZD1208,99.05660377358491,True,6
SIDM00502,PARP1,54,0.000605225854087621,0.0006367189926095307,0.0007795633282512426,0.8148148148148148,True,Talazoparib,98.86792452830188,True,7
SIDM00502,MAP2K2,54,0.0005540141137316823,0.000989390886388719,0.000980266835540533,0.6851851851851852,True,Trametinib,98.67924528301887,True,8
SIDM00502,MAP2K1,54,0.0005446727736853063,0.0007787887006998062,0.0007607142324559391,0.7777777777777778,True,Trametinib,98.49056603773585,True,9
SIDM00502,FOS,54,0.00045108215999789536,0.00020361861970741302,0.00045108215999789536,1.0,False,,98.30188679245283,True,10
SIDM00505,BRD2,54,0.0021870036143809557,0.00099870003759861,0.0022436126600950956,0.9814814814814815,True,JQ1,100.0,True,1
SIDM00505,MAP2K2,54,0.0019872342236340046,0.0015989291714504361,0.002346557565033436,0.8703703703703703,True,Trametinib,99.81132075471699,True,2
SIDM00505,HDAC3,54,0.0018340625101700425,0.0015471171354874969,0.001996072242036462,0.9629629629629629,True,Entinostat,99.62264150943396,True,3
SIDM00505,MAP2K1,54,0.001536050345748663,0.0005529886693693697,0.0015459093265235424,0.9814814814814815,True,Trametinib,99.43396226415095,True,4
SIDM00505,MT2A,54,0.0008334661251865327,0.00014688464580103755,0.0008334661251865327,1.0,False,,99.24528301886792,True,5
SIDM00505,HDAC1,54,0.0006644714740104973,0.000618383230175823,0.0007927009137347341,0.8888888888888888,True,Entinostat,99.05660377358491,True,6
SIDM00505,MTOR,54,0.0006483219331130385,0.0004775435954798013,0.0006746782455593348,0.9074074074074074,True,AZD8055,98.86792452830188,True,7
SIDM00505,ANXA2,54,0.0006408900953829288,0.00018584101053420454,0.0006432279478758574,0.9629629629629629,False,,98.67924528301887,True,8
SIDM00505,CDK2,54,0.0006282318499870598,0.00023516162764281034,0.0006282318499870598,1.0,True,AZD5438,98.49056603773585,True,9
SIDM00505,CD9,54,0.0005786054534837604,0.00013182162365410477,0.0005786054534837604,1.0,False,,98.30188679245283,True,10
SIDM00506,MTOR,32,0.0011949008330702782,0.0005193130928091705,0.0012504560872912407,0.96875,True,AZD8055,100.0,True,1
SIDM00506,HDAC1,32,0.0010870755650103092,0.000906033965293318,0.0012813103385269642,0.90625,True,Entinostat,99.81132075471699,True,2
SIDM00506,MAP2K2,32,0.000827486626803875,0.0007357002468779683,0.0010102326050400734,0.90625,True,Trametinib,99.62264150943396,True,3
SIDM00506,CDK1,32,0.0007033776491880417,0.0003522644401527941,0.0007033776491880417,1.0,True,AZD5438,99.43396226415095,True,4
SIDM00506,BRD3,32,0.0004147421568632126,0.00017960619879886508,0.0004199240356683731,0.9375,True,JQ1,99.24528301886792,True,5
SIDM00506,PIK3CA,32,0.00038631726056337357,0.0002177603601012379,0.00038631726056337357,0.96875,True,"Buparlisib,Alpelisib",99.05660377358491,True,6
SIDM00506,CTSZ,32,0.000363220926374197,0.0002501460548955947,0.000363220926374197,1.0,False,,98.86792452830188,True,7
SIDM00506,PDLIM4,32,0.00034289248287677765,0.00011262865155003965,0.00034289248287677765,1.0,False,,98.67924528301887,True,8
SIDM00506,TIMP2,32,0.000333552248775959,0.00013188195589464158,0.000333552248775959,1.0,False,,98.49056603773585,True,9
SIDM00506,APP,32,0.0003086002543568611,0.00016870599938556552,0.00031277816742658615,0.875,False,,98.30188679245283,True,10
SIDM00507,MAP2K2,34,0.0010007137898355722,0.0005951813654974103,0.0010833310661837459,0.9411764705882353,True,Trametinib,100.0,True,1
SIDM00507,MAP2K1,34,0.0008850579615682364,0.0004300962027627975,0.0009207383845932782,0.9705882352941176,True,Trametinib,99.81132075471699,True,2
SIDM00507,MTOR,34,0.0007297449046745896,0.00044301274465397,0.0007741854642517865,0.8529411764705882,True,AZD8055,99.62264150943396,True,3
SIDM00507,DCBLD2,34,0.0004518076020758599,8.45003523863852e-05,0.0004518076020758599,1.0,False,,99.43396226415095,True,4
SIDM00507,CTSZ,34,0.00039389290031977,0.00013147960999049246,0.00039389290031977,0.9705882352941176,False,,99.24528301886792,True,5
SIDM00507,APP,34,0.0003839503333438188,0.00014240502787288278,0.0003903841134160757,0.9411764705882353,False,,99.05660377358491,True,6
SIDM00507,TIMP2,34,0.00037676008651033044,0.0001049137135851197,0.00037676008651033044,1.0,False,,98.86792452830188,True,7
SIDM00507,S100A6,34,0.00036981087760068476,8.82909371284768e-05,0.00036981087760068476,1.0,False,,98.67924528301887,True,8
SIDM00507,ROCK2,34,0.0003689448640216142,0.0002512568316888064,0.0004071847361046821,0.8823529411764706,True,GSK269962A,98.49056603773585,True,9
SIDM00507,BRD3,34,0.0003412988153286278,0.0001710468204692006,0.0003412988153286278,1.0,True,JQ1,98.30188679245283,True,10
SIDM00512,BRD2,54,0.003830699482932687,0.0010846988297998905,0.003830699482932687,1.0,True,JQ1,100.0,True,1
SIDM00512,HDAC1,54,0.0023875865153968334,0.0011465795105323195,0.0023937744554132223,0.9814814814814815,True,Entinostat,99.81132075471699,True,2
SIDM00512,MAP2K1,54,0.00199103238992393,0.0007212340133264661,0.00199103238992393,1.0,True,Trametinib,99.62264150943396,True,3
SIDM00512,CDK2,54,0.000982006429694593,0.00034891010727733374,0.000982006429694593,1.0,True,AZD5438,99.43396226415095,True,4
SIDM00512,PLS3,54,0.0008563437731936574,0.00020815843890886754,0.0008563437731936574,1.0,False,,99.24528301886792,True,5
SIDM00512,PIK3CB,54,0.0008187989587895572,0.00024152194964699447,0.0008187989587895572,1.0,True,Buparlisib,99.05660377358491,True,6
SIDM00512,FXYD5,54,0.0007182873087003827,0.00017349887639284134,0.0007182873087003827,1.0,False,,98.86792452830188,True,7
SIDM00512,BCL2L1,54,0.0006944956840015948,0.0007445894880220294,0.000771211227402091,0.8888888888888888,True,TW 37,98.67924528301887,True,8
SIDM00512,MT2A,54,0.000654588162433356,0.0002080248814309016,0.0006636171601712704,0.9814814814814815,False,,98.49056603773585,True,9
SIDM00512,AHNAK,54,0.0006387642351910472,0.00010165020648855716,0.0006387642351910472,1.0,False,,98.30188679245283,True,10
SIDM00521,HDAC1,14,0.0008395590703003109,0.0009385464945808053,0.0011191943194717169,0.9285714285714286,True,Entinostat,100.0,True,1
SIDM00521,MAP2K1,14,0.000789591227658093,0.0004978483193553984,0.0008397953934036195,0.9285714285714286,True,Trametinib,99.81132075471699,True,2
SIDM00521,PARP1,14,0.0007535027689300478,0.0004293165693525225,0.0007779917796142399,0.9285714285714286,True,Talazoparib,99.62264150943396,True,3
SIDM00521,CDK1,14,0.0006732536130584776,0.00044734723633155227,0.0006732536130584776,1.0,True,AZD5438,99.43396226415095,True,4
SIDM00521,HLA-B,14,0.0005419360822997987,0.00022730781347490847,0.0005419360822997987,1.0,False,,99.24528301886792,True,5
SIDM00521,TP53I11,14,0.00032473247847519815,0.00014005434059072286,0.00032473247847519815,1.0,False,,99.05660377358491,True,6
SIDM00521,BACE2,14,0.0003227804263588041,6.003284579492174e-05,0.0003227804263588041,1.0,False,,98.86792452830188,True,7
SIDM00521,IGFBP3,14,0.0003067765792366117,8.666292706038803e-05,0.0003067765792366117,1.0,False,,98.67924528301887,True,8
SIDM00521,MT2A,14,0.0002916029479820281,0.00024649835540913045,0.0003064870834350586,0.7142857142857143,False,,98.49056603773585,True,9
SIDM00521,FOS,14,0.0002609448856674135,7.506817928515375e-05,0.0002609448856674135,0.9285714285714286,False,,98.30188679245283,True,10
SIDM00539,MAP2K1,54,0.001823366736061871,0.000602313841227442,0.001823366736061871,0.9814814814814815,True,Trametinib,100.0,True,1
SIDM00539,BRD2,54,0.0013074609450995922,0.0006174329319037497,0.0013074609450995922,1.0,True,JQ1,99.81132075471699,True,2
SIDM00539,PIM3,54,0.001193016767501831,0.0003396280517335981,0.0012045535258948803,0.9814814814814815,True,AZD1208,99.62264150943396,True,3
SIDM00539,MT2A,54,0.0008247373043559492,0.0001068201963789761,0.0008247373043559492,1.0,False,,99.43396226415095,True,4
SIDM00539,PIK3CA,54,0.0005288399988785386,0.00021580752218142152,0.0005288399988785386,1.0,True,"Buparlisib,Alpelisib",99.24528301886792,True,5
SIDM00539,ID1,54,0.0005256164004094899,9.142322960542515e-05,0.0005256164004094899,1.0,False,,99.05660377358491,True,6
SIDM00539,GLUL,54,0.0005052690976299345,0.0002835440100170672,0.0005427449941635132,0.8888888888888888,False,,98.86792452830188,True,7
SIDM00539,IFITM3,54,0.0005032740300521255,0.00011114954395452514,0.0005032740300521255,1.0,False,,98.67924528301887,True,8
SIDM00539,PHLDA2,54,0.0004980873200111091,7.607134466525167e-05,0.0004980873200111091,1.0,False,,98.49056603773585,True,9
SIDM00539,S100A11,54,0.00048899429384619,0.00012110020907130092,0.00048899429384619,1.0,False,,98.30188679245283,True,10
SIDM00541,HDAC1,54,0.0023822227958589792,0.0007825183565728366,0.0024036604445427656,0.9814814814814815,True,Entinostat,100.0,True,1
SIDM00541,MAP2K1,54,0.0017511927289888263,0.0006948591908439994,0.0017973046051338315,0.9814814814814815,True,Trametinib,99.81132075471699,True,2
SIDM00541,BCL2L1,54,0.0007391395629383624,0.0006248793215490878,0.0008223630720749497,0.8888888888888888,True,TW 37,99.62264150943396,True,3
SIDM00541,ROCK2,54,0.000733383814804256,0.00046294162166304886,0.0007923240191303194,0.9629629629629629,True,GSK269962A,99.43396226415095,True,4
SIDM00541,MTOR,54,0.0006599315674975514,0.00033998614526353776,0.0006715655326843262,0.9629629629629629,True,AZD8055,99.24528301886792,True,5
SIDM00541,PLS3,54,0.0006028871866874397,0.0001867868413683027,0.0006028871866874397,1.0,False,,99.05660377358491,True,6
SIDM00541,FAT1,54,0.0005876659415662289,0.00012627738760784268,0.0005876659415662289,1.0,False,,98.86792452830188,True,7
SIDM00541,LGALS3BP,54,0.00049776112427935,0.00021790539904031903,0.00049776112427935,0.9814814814814815,False,,98.67924528301887,True,8
SIDM00541,APP,54,0.00046440132427960634,0.00022156175691634417,0.00046440132427960634,0.9814814814814815,False,,98.49056603773585,True,9
SIDM00541,WLS,54,0.0004451572895050049,0.00018293879111297429,0.0004613035125657916,0.9814814814814815,False,,98.30188679245283,True,10
SIDM00548,HDAC1,54,0.0015641591744497418,0.001550758141092956,0.001984203467145562,0.8703703703703703,True,Entinostat,100.0,True,1
SIDM00548,MAP2K1,54,0.0009289347799494863,0.0007366506615653634,0.0010496540926396847,0.9074074074074074,True,Trametinib,99.81132075471699,True,2
SIDM00548,CDK1,54,0.0007922127842903137,0.0005835801130160689,0.0008037385414354503,0.9629629629629629,True,AZD5438,99.62264150943396,True,3
SIDM00548,BCL2L1,54,0.0007838339079171419,0.0006288415752351284,0.0008364780806005001,0.9259259259259259,True,TW 37,99.43396226415095,True,4
