drug_A,drug_B,cosine_sim,both_focal
Talazoparib,Venetoclax,0.9963786584415125,True
Talazoparib,Osimertinib,0.9998246085047785,True
Talazoparib,GSK2578215A,,False
Talazoparib,Savolitinib,0.7033713191181274,False
Talazoparib,MIM1,,False
Talazoparib,N25720-51-A1,,False
Talazoparib,ICL-SIRT078,,False
Talazoparib,GSK343,,False
Talazoparib,AGK2,,False
Talazoparib,Remodelin,,False
Talazoparib,VX-11e,,False
Talazoparib,GSK591,,False
Talazoparib,BMS-754807,0.7033713191181274,False
Talazoparib,JQ1,,False
XAV939,Trametinib,,False
XAV939,AZD5438,,False
XAV939,AZD1208,,False
XAV939,AZD1332,,False
XAV939,SN-38,,False
XAV939,Ruxolitinib,,False
XAV939,Cyclophosphamide,,False
XAV939,Alpelisib,,False
XAV939,IWP-2,,False
XAV939,Entinostat,,False
XAV939,Wnt-C59,,False
XAV939,Entospletinib,,False
XAV939,PRT062607,,False
XAV939,JAK_8517,,False
XAV939,GSK626616AC,,False
XAV939,AZD4547,,False
XAV939,Oxaliplatin,,False
XAV939,Dacarbazine,,False
XAV939,Fulvestrant,,False
XAV939,123138,,False
XAV939,Podophyllotoxin bromide,,False
XAV939,50869,,False
XAV939,Elephantin,,False
XAV939,615590,,False
XAV939,Buparlisib,,False
XAV939,Ulixertinib,,False
XAV939,Venetoclax,,False
XAV939,Osimertinib,,False
XAV939,GSK2578215A,,False
XAV939,Savolitinib,,False
XAV939,MIM1,,False
XAV939,N25720-51-A1,,False
XAV939,ICL-SIRT078,,False
XAV939,GSK343,,False
XAV939,AGK2,,False
XAV939,Remodelin,,False
XAV939,VX-11e,,False
XAV939,GSK591,,False
XAV939,BMS-754807,,False
XAV939,JQ1,,False
Trametinib,AZD5438,0.5940846406037555,False
Trametinib,AZD1208,0.5940846406037555,False
Trametinib,AZD1332,,False
Trametinib,SN-38,0.9861731773536264,False
Trametinib,Ruxolitinib,0.9947981800786196,True
Trametinib,Cyclophosphamide,0.9183713610089407,False
Trametinib,Alpelisib,0.9864326506161362,False
Trametinib,IWP-2,,False
Trametinib,Entinostat,0.5940846406037555,False
Trametinib,Wnt-C59,,False
Trametinib,Entospletinib,0.5940846406037555,False
Trametinib,PRT062607,,False
Trametinib,JAK_8517,,False
Trametinib,GSK626616AC,,False
Trametinib,AZD4547,,False
Trametinib,Oxaliplatin,0.9492115294016754,False
Trametinib,Dacarbazine,0.9926703569102117,False
Trametinib,Fulvestrant,0.9790807487722112,False
Trametinib,123138,,False
Trametinib,Podophyllotoxin bromide,,False
Trametinib,50869,,False
Trametinib,Elephantin,,False
Trametinib,615590,,False
Trametinib,Buparlisib,0.5940846406037555,False
Trametinib,Ulixertinib,,False
Trametinib,Venetoclax,0.99826752148573,True
Trametinib,Osimertinib,0.9921636477496995,True
Trametinib,GSK2578215A,,False
Trametinib,Savolitinib,0.5940846406037555,False
Trametinib,MIM1,,False
Trametinib,N25720-51-A1,,False
Trametinib,ICL-SIRT078,,False
Trametinib,GSK343,,False
Trametinib,AGK2,,False
Trametinib,Remodelin,,False
Trametinib,VX-11e,,False
Trametinib,GSK591,,False
Trametinib,BMS-754807,0.5940846406037555,False
Trametinib,JQ1,,False
AZD5438,AZD1208,1.0,False
AZD5438,AZD1332,,False
AZD5438,SN-38,0.7191743383117083,False
AZD5438,Ruxolitinib,0.5090534495166422,False
AZD5438,Cyclophosphamide,0.8639082118334783,False
AZD5438,Alpelisib,0.7180804015218205,False
AZD5438,IWP-2,,False
AZD5438,Entinostat,1.0,False
AZD5438,Wnt-C59,,False
AZD5438,Entospletinib,1.0,False
AZD5438,PRT062607,,False
AZD5438,JAK_8517,,False
AZD5438,GSK626616AC,,False
AZD5438,AZD4547,,False
AZD5438,Oxaliplatin,0.8170081085164894,False
AZD5438,Dacarbazine,0.6869450542948294,False
AZD5438,Fulvestrant,0.7453302919850524,False
AZD5438,123138,,False
AZD5438,Podophyllotoxin bromide,,False
AZD5438,50869,,False
AZD5438,Elephantin,,False
AZD5438,615590,,False
AZD5438,Buparlisib,1.0,False
AZD5438,Ulixertinib,,False
AZD5438,Venetoclax,0.6403851478135839,False
AZD5438,Osimertinib,0.6899353975523397,False
AZD5438,GSK2578215A,,False
AZD5438,Savolitinib,1.0,False
AZD5438,MIM1,,False
AZD5438,N25720-51-A1,,False
AZD5438,ICL-SIRT078,,False
AZD5438,GSK343,,False
AZD5438,AGK2,,False
AZD5438,Remodelin,,False
AZD5438,VX-11e,,False
AZD5438,GSK591,,False
AZD5438,BMS-754807,1.0,False
AZD5438,JQ1,,False
AZD1208,AZD1332,,False
AZD1208,SN-38,0.7191743383117083,False
AZD1208,Ruxolitinib,0.5090534495166422,False
AZD1208,Cyclophosphamide,0.8639082118334783,False
AZD1208,Alpelisib,0.7180804015218205,False
AZD1208,IWP-2,,False
AZD1208,Entinostat,1.0,False
AZD1208,Wnt-C59,,False
AZD1208,Entospletinib,1.0,False
AZD1208,PRT062607,,False
AZD1208,JAK_8517,,False
AZD1208,GSK626616AC,,False
AZD1208,AZD4547,,False
AZD1208,Oxaliplatin,0.8170081085164894,False
AZD1208,Dacarbazine,0.6869450542948294,False
AZD1208,Fulvestrant,0.7453302919850524,False
AZD1208,123138,,False
AZD1208,Podophyllotoxin bromide,,False
AZD1208,50869,,False
AZD1208,Elephantin,,False
AZD1208,615590,,False
AZD1208,Buparlisib,1.0,False
AZD1208,Ulixertinib,,False
AZD1208,Venetoclax,0.6403851478135839,False
AZD1208,Osimertinib,0.6899353975523397,False
AZD1208,GSK2578215A,,False
AZD1208,Savolitinib,1.0,False
AZD1208,MIM1,,False
AZD1208,N25720-51-A1,,False
AZD1208,ICL-SIRT078,,False
AZD1208,GSK343,,False
AZD1208,AGK2,,False
AZD1208,Remodelin,,False
AZD1208,VX-11e,,False
AZD1208,GSK591,,False
AZD1208,BMS-754807,1.0,False
AZD1208,JQ1,,False
AZD1332,SN-38,,False
AZD1332,Ruxolitinib,,False
AZD1332,Cyclophosphamide,,False
AZD1332,Alpelisib,,False
AZD1332,IWP-2,,False
AZD1332,Entinostat,,False
AZD1332,Wnt-C59,,False
AZD1332,Entospletinib,,False
AZD1332,PRT062607,,False
AZD1332,JAK_8517,,False
AZD1332,GSK626616AC,,False
AZD1332,AZD4547,,False
AZD1332,Oxaliplatin,,False
AZD1332,Dacarbazine,,False
AZD1332,Fulvestrant,,False
AZD1332,123138,,False
AZD1332,Podophyllotoxin bromide,,False
AZD1332,50869,,False
AZD1332,Elephantin,,False
AZD1332,615590,,False
AZD1332,Buparlisib,,False
AZD1332,Ulixertinib,,False
AZD1332,Venetoclax,,False
AZD1332,Osimertinib,,False
AZD1332,GSK2578215A,,False
AZD1332,Savolitinib,,False
AZD1332,MIM1,,False
AZD1332,N25720-51-A1,,False
AZD1332,ICL-SIRT078,,False
AZD1332,GSK343,,False
AZD1332,AGK2,,False
AZD1332,Remodelin,,False
AZD1332,VX-11e,,False
AZD1332,GSK591,,False
AZD1332,BMS-754807,,False
AZD1332,JQ1,,False
SN-38,Ruxolitinib,0.9641623317885866,False
SN-38,Cyclophosphamide,0.97125108286987,False
SN-38,Alpelisib,0.9999987626539572,False
SN-38,IWP-2,,False
SN-38,Entinostat,0.7191743383117083,False
SN-38,Wnt-C59,,False
SN-38,Entospletinib,0.7191743383117083,False
SN-38,PRT062607,,False
SN-38,JAK_8517,,False
SN-38,GSK626616AC,,False
SN-38,AZD4547,,False
SN-38,Oxaliplatin,0.9882282440250721,False
SN-38,Dacarbazine,0.9989724793606185,False
SN-38,Fulvestrant,0.9992621644420554,False
SN-38,123138,,False
SN-38,Podophyllotoxin bromide,,False
SN-38,50869,,False
SN-38,Elephantin,,False
SN-38,615590,,False
SN-38,Buparlisib,0.7191743383117083,False
SN-38,Ulixertinib,,False
SN-38,Venetoclax,0.9942152345465096,False
SN-38,Osimertinib,0.9991508443176617,False
SN-38,GSK2578215A,,False
SN-38,Savolitinib,0.7191743383117083,False
SN-38,MIM1,,False
SN-38,N25720-51-A1,,False
SN-38,ICL-SIRT078,,False
SN-38,GSK343,,False
SN-38,AGK2,,False
SN-38,Remodelin,,False
SN-38,VX-11e,,False
SN-38,GSK591,,False
SN-38,BMS-754807,0.7191743383117083,False
SN-38,JQ1,,False
Ruxolitinib,Cyclophosphamide,0.8732839767220005,False
Ruxolitinib,Alpelisib,0.9645785066548064,False
Ruxolitinib,IWP-2,,False
Ruxolitinib,Entinostat,0.5090534495166422,False
Ruxolitinib,Wnt-C59,,False
Ruxolitinib,Entospletinib,0.5090534495166422,False
Ruxolitinib,PRT062607,,False
Ruxolitinib,JAK_8517,,False
Ruxolitinib,GSK626616AC,,False
Ruxolitinib,AZD4547,,False
Ruxolitinib,Oxaliplatin,0.9122230785213185,False
Ruxolitinib,Dacarbazine,0.9751958642881919,False
Ruxolitinib,Fulvestrant,0.9532609610313528,False
Ruxolitinib,123138,,False
Ruxolitinib,Podophyllotoxin bromide,,False
Ruxolitinib,50869,,False
Ruxolitinib,Elephantin,,False
Ruxolitinib,615590,,False
Ruxolitinib,Buparlisib,0.5090534495166422,False
Ruxolitinib,Ulixertinib,,False
Ruxolitinib,Venetoclax,0.9870811118632915,True
Ruxolitinib,Osimertinib,0.9742749881673148,True
Ruxolitinib,GSK2578215A,,False
Ruxolitinib,Savolitinib,0.5090534495166422,False
Ruxolitinib,MIM1,,False
Ruxolitinib,N25720-51-A1,,False
Ruxolitinib,ICL-SIRT078,,False
Ruxolitinib,GSK343,,False
Ruxolitinib,AGK2,,False
Ruxolitinib,Remodelin,,False
Ruxolitinib,VX-11e,,False
Ruxolitinib,GSK591,,False
Ruxolitinib,BMS-754807,0.5090534495166422,False
Ruxolitinib,JQ1,,False
Cyclophosphamide,Alpelisib,0.9708753894206613,False
Cyclophosphamide,IWP-2,,False
Cyclophosphamide,Entinostat,0.8639082118334783,False
Cyclophosphamide,Wnt-C59,,False
Cyclophosphamide,Entospletinib,0.8639082118334783,False
Cyclophosphamide,PRT062607,,False
Cyclophosphamide,JAK_8517,,False
Cyclophosphamide,GSK626616AC,,False
Cyclophosphamide,AZD4547,,False
Cyclophosphamide,Oxaliplatin,0.9962373765512076,False
Cyclophosphamide,Dacarbazine,0.9594641219755111,False
Cyclophosphamide,Fulvestrant,0.9796776205968283,False
Cyclophosphamide,123138,,False
Cyclophosphamide,Podophyllotoxin bromide,,False
Cyclophosphamide,50869,,False
Cyclophosphamide,Elephantin,,False
Cyclophosphamide,615590,,False
Cyclophosphamide,Buparlisib,0.8639082118334783,False
Cyclophosphamide,Ulixertinib,,False
Cyclophosphamide,Venetoclax,0.9400638076076043,False
Cyclophosphamide,Osimertinib,0.9606179396810637,False
Cyclophosphamide,GSK2578215A,,False
Cyclophosphamide,Savolitinib,0.8639082118334783,False
Cyclophosphamide,MIM1,,False
Cyclophosphamide,N25720-51-A1,,False
Cyclophosphamide,ICL-SIRT078,,False
Cyclophosphamide,GSK343,,False
Cyclophosphamide,AGK2,,False
Cyclophosphamide,Remodelin,,False
Cyclophosphamide,VX-11e,,False
Cyclophosphamide,GSK591,,False
Cyclophosphamide,BMS-754807,0.8639082118334783,False
Cyclophosphamide,JQ1,,False
Alpelisib,IWP-2,,False
Alpelisib,Entinostat,0.7180804015218205,False
Alpelisib,Wnt-C59,,False
Alpelisib,Entospletinib,0.7180804015218205,False
Alpelisib,PRT062607,,False
Alpelisib,JAK_8517,,False
Alpelisib,GSK626616AC,,False
Alpelisib,AZD4547,,False
Alpelisib,Oxaliplatin,0.9879863555465666,False
Alpelisib,Dacarbazine,0.9990425382960891,False
Alpelisib,Fulvestrant,0.9992005087889513,False
Alpelisib,123138,,False
Alpelisib,Podophyllotoxin bromide,,False
Alpelisib,50869,,False
Alpelisib,Elephantin,,False
Alpelisib,615590,,False
Alpelisib,Buparlisib,0.7180804015218205,False
Alpelisib,Ulixertinib,,False
Alpelisib,Venetoclax,0.9943829664753485,False
Alpelisib,Osimertinib,0.9992144232263956,False
Alpelisib,GSK2578215A,,False
Alpelisib,Savolitinib,0.7180804015218205,False
Alpelisib,MIM1,,False
Alpelisib,N25720-51-A1,,False
Alpelisib,ICL-SIRT078,,False
Alpelisib,GSK343,,False
Alpelisib,AGK2,,False
Alpelisib,Remodelin,,False
Alpelisib,VX-11e,,False
Alpelisib,GSK591,,False
Alpelisib,BMS-754807,0.7180804015218205,False
Alpelisib,JQ1,,False
IWP-2,Entinostat,,False
IWP-2,Wnt-C59,,False
IWP-2,Entospletinib,,False
IWP-2,PRT062607,,False
IWP-2,JAK_8517,,False
IWP-2,GSK626616AC,,False
IWP-2,AZD4547,,False
IWP-2,Oxaliplatin,,False
IWP-2,Dacarbazine,,False
IWP-2,Fulvestrant,,False
IWP-2,123138,,False
IWP-2,Podophyllotoxin bromide,,False
IWP-2,50869,,False
IWP-2,Elephantin,,False
IWP-2,615590,,False
IWP-2,Buparlisib,,False
IWP-2,Ulixertinib,,False
IWP-2,Venetoclax,,False
IWP-2,Osimertinib,,False
IWP-2,GSK2578215A,,False
IWP-2,Savolitinib,,False
IWP-2,MIM1,,False
IWP-2,N25720-51-A1,,False
IWP-2,ICL-SIRT078,,False
IWP-2,GSK343,,False
IWP-2,AGK2,,False
IWP-2,Remodelin,,False
IWP-2,VX-11e,,False
IWP-2,GSK591,,False
IWP-2,BMS-754807,,False
IWP-2,JQ1,,False
Entinostat,Wnt-C59,,False
Entinostat,Entospletinib,1.0,False
Entinostat,PRT062607,,False
Entinostat,JAK_8517,,False
Entinostat,GSK626616AC,,False
Entinostat,AZD4547,,False
Entinostat,Oxaliplatin,0.8170081085164894,False
Entinostat,Dacarbazine,0.6869450542948294,False
Entinostat,Fulvestrant,0.7453302919850524,False
Entinostat,123138,,False
Entinostat,Podophyllotoxin bromide,,False
Entinostat,50869,,False
Entinostat,Elephantin,,False
Entinostat,615590,,False
Entinostat,Buparlisib,1.0,False
Entinostat,Ulixertinib,,False
Entinostat,Venetoclax,0.6403851478135839,False
Entinostat,Osimertinib,0.6899353975523397,False
Entinostat,GSK2578215A,,False
Entinostat,Savolitinib,1.0,False
Entinostat,MIM1,,False
Entinostat,N25720-51-A1,,False
Entinostat,ICL-SIRT078,,False
Entinostat,GSK343,,False
Entinostat,AGK2,,False
Entinostat,Remodelin,,False
Entinostat,VX-11e,,False
Entinostat,GSK591,,False
Entinostat,BMS-754807,1.0,False
Entinostat,JQ1,,False
Wnt-C59,Entospletinib,,False
Wnt-C59,PRT062607,,False
Wnt-C59,JAK_8517,,False
Wnt-C59,GSK626616AC,,False
Wnt-C59,AZD4547,,False
Wnt-C59,Oxaliplatin,,False
Wnt-C59,Dacarbazine,,False
Wnt-C59,Fulvestrant,,False
Wnt-C59,123138,,False
Wnt-C59,Podophyllotoxin bromide,,False
Wnt-C59,50869,,False
Wnt-C59,Elephantin,,False
Wnt-C59,615590,,False
Wnt-C59,Buparlisib,,False
Wnt-C59,Ulixertinib,,False
Wnt-C59,Venetoclax,,False
Wnt-C59,Osimertinib,,False
Wnt-C59,GSK2578215A,,False
Wnt-C59,Savolitinib,,False
Wnt-C59,MIM1,,False
Wnt-C59,N25720-51-A1,,False
Wnt-C59,ICL-SIRT078,,False
Wnt-C59,GSK343,,False
Wnt-C59,AGK2,,False
Wnt-C59,Remodelin,,False
Wnt-C59,VX-11e,,False
Wnt-C59,GSK591,,False
Wnt-C59,BMS-754807,,False
Wnt-C59,JQ1,,False
Entospletinib,PRT062607,,False
Entospletinib,JAK_8517,,False
Entospletinib,GSK626616AC,,False
Entospletinib,AZD4547,,False
Entospletinib,Oxaliplatin,0.8170081085164894,False
Entospletinib,Dacarbazine,0.6869450542948294,False
Entospletinib,Fulvestrant,0.7453302919850524,False
Entospletinib,123138,,False
Entospletinib,Podophyllotoxin bromide,,False
Entospletinib,50869,,False
Entospletinib,Elephantin,,False
Entospletinib,615590,,False
Entospletinib,Buparlisib,1.0,False
Entospletinib,Ulixertinib,,False
Entospletinib,Venetoclax,0.6403851478135839,False
Entospletinib,Osimertinib,0.6899353975523397,False
Entospletinib,GSK2578215A,,False
Entospletinib,Savolitinib,1.0,False
Entospletinib,MIM1,,False
Entospletinib,N25720-51-A1,,False
Entospletinib,ICL-SIRT078,,False
Entospletinib,GSK343,,False
Entospletinib,AGK2,,False
Entospletinib,Remodelin,,False
Entospletinib,VX-11e,,False
Entospletinib,GSK591,,False
Entospletinib,BMS-754807,1.0,False
Entospletinib,JQ1,,False
PRT062607,JAK_8517,,False
PRT062607,GSK626616AC,,False
PRT062607,AZD4547,,False
PRT062607,Oxaliplatin,,False
PRT062607,Dacarbazine,,False
PRT062607,Fulvestrant,,False
PRT062607,123138,,False
PRT062607,Podophyllotoxin bromide,,False
PRT062607,50869,,False
PRT062607,Elephantin,,False
PRT062607,615590,,False
PRT062607,Buparlisib,,False
PRT062607,Ulixertinib,,False
PRT062607,Venetoclax,,False
PRT062607,Osimertinib,,False
PRT062607,GSK2578215A,,False
PRT062607,Savolitinib,,False
PRT062607,MIM1,,False
PRT062607,N25720-51-A1,,False
PRT062607,ICL-SIRT078,,False
PRT062607,GSK343,,False
PRT062607,AGK2,,False
PRT062607,Remodelin,,False
PRT062607,VX-11e,,False
PRT062607,GSK591,,False
PRT062607,BMS-754807,,False
PRT062607,JQ1,,False
JAK_8517,GSK626616AC,,False
JAK_8517,AZD4547,,False
JAK_8517,Oxaliplatin,,False
JAK_8517,Dacarbazine,,False
JAK_8517,Fulvestrant,,False
JAK_8517,123138,,False
JAK_8517,Podophyllotoxin bromide,,False
JAK_8517,50869,,False
JAK_8517,Elephantin,,False
JAK_8517,615590,,False
JAK_8517,Buparlisib,,False
JAK_8517,Ulixertinib,,False
JAK_8517,Venetoclax,,False
JAK_8517,Osimertinib,,False
JAK_8517,GSK2578215A,,False
JAK_8517,Savolitinib,,False
JAK_8517,MIM1,,False
JAK_8517,N25720-51-A1,,False
JAK_8517,ICL-SIRT078,,False
JAK_8517,GSK343,,False
JAK_8517,AGK2,,False
JAK_8517,Remodelin,,False
JAK_8517,VX-11e,,False
JAK_8517,GSK591,,False
JAK_8517,BMS-754807,,False
JAK_8517,JQ1,,False
GSK626616AC,AZD4547,,False
GSK626616AC,Oxaliplatin,,False
GSK626616AC,Dacarbazine,,False
GSK626616AC,Fulvestrant,,False
GSK626616AC,123138,,False
GSK626616AC,Podophyllotoxin bromide,,False
GSK626616AC,50869,,False
GSK626616AC,Elephantin,,False
GSK626616AC,615590,,False
GSK626616AC,Buparlisib,,False
GSK626616AC,Ulixertinib,,False
GSK626616AC,Venetoclax,,False
GSK626616AC,Osimertinib,,False
GSK626616AC,GSK2578215A,,False
GSK626616AC,Savolitinib,,False
GSK626616AC,MIM1,,False
GSK626616AC,N25720-51-A1,,False
GSK626616AC,ICL-SIRT078,,False
GSK626616AC,GSK343,,False
GSK626616AC,AGK2,,False
GSK626616AC,Remodelin,,False
GSK626616AC,VX-11e,,False
GSK626616AC,GSK591,,False
GSK626616AC,BMS-754807,,False
GSK626616AC,JQ1,,False
AZD4547,Oxaliplatin,,False
AZD4547,Dacarbazine,,False
AZD4547,Fulvestrant,,False
AZD4547,123138,,False
AZD4547,Podophyllotoxin bromide,,False
AZD4547,50869,,False
AZD4547,Elephantin,,False
AZD4547,615590,,False
AZD4547,Buparlisib,,False
AZD4547,Ulixertinib,,False
AZD4547,Venetoclax,,False
AZD4547,Osimertinib,,False
AZD4547,GSK2578215A,,False
AZD4547,Savolitinib,,False
AZD4547,MIM1,,False
AZD4547,N25720-51-A1,,False
AZD4547,ICL-SIRT078,,False
AZD4547,GSK343,,False
AZD4547,AGK2,,False
AZD4547,Remodelin,,False
AZD4547,VX-11e,,False
AZD4547,GSK591,,False
AZD4547,BMS-754807,,False
AZD4547,JQ1,,False
Oxaliplatin,Dacarbazine,0.9802793205522627,False
Oxaliplatin,Fulvestrant,0.9933749130830085,False
Oxaliplatin,123138,,False
Oxaliplatin,Podophyllotoxin bromide,,False
Oxaliplatin,50869,,False
Oxaliplatin,Elephantin,,False
Oxaliplatin,615590,,False
Oxaliplatin,Buparlisib,0.8170081085164894,False
Oxaliplatin,Ulixertinib,,False
Oxaliplatin,Venetoclax,0.9660798701261767,False
Oxaliplatin,Osimertinib,0.9810857523238693,False
Oxaliplatin,GSK2578215A,,False
Oxaliplatin,Savolitinib,0.8170081085164894,False
Oxaliplatin,MIM1,,False
Oxaliplatin,N25720-51-A1,,False
Oxaliplatin,ICL-SIRT078,,False
Oxaliplatin,GSK343,,False
Oxaliplatin,AGK2,,False
Oxaliplatin,Remodelin,,False
Oxaliplatin,VX-11e,,False
Oxaliplatin,GSK591,,False
Oxaliplatin,BMS-754807,0.8170081085164894,False
Oxaliplatin,JQ1,,False
Dacarbazine,Fulvestrant,0.996494744351805,False
Dacarbazine,123138,,False
Dacarbazine,Podophyllotoxin bromide,,False
Dacarbazine,50869,,False
Dacarbazine,Elephantin,,False
Dacarbazine,615590,,False
Dacarbazine,Buparlisib,0.6869450542948294,False
Dacarbazine,Ulixertinib,,False
Dacarbazine,Venetoclax,0.9980614001554454,False
Dacarbazine,Osimertinib,0.9999915006310282,False
Dacarbazine,GSK2578215A,,False
Dacarbazine,Savolitinib,0.6869450542948294,False
Dacarbazine,MIM1,,False
Dacarbazine,N25720-51-A1,,False
Dacarbazine,ICL-SIRT078,,False
Dacarbazine,GSK343,,False
Dacarbazine,AGK2,,False
Dacarbazine,Remodelin,,False
Dacarbazine,VX-11e,,False
Dacarbazine,GSK591,,False
Dacarbazine,BMS-754807,0.6869450542948294,False
Dacarbazine,JQ1,,False
Fulvestrant,123138,,False
Fulvestrant,Podophyllotoxin bromide,,False
Fulvestrant,50869,,False
Fulvestrant,Elephantin,,False
Fulvestrant,615590,,False
Fulvestrant,Buparlisib,0.7453302919850524,False
Fulvestrant,Ulixertinib,,False
Fulvestrant,Venetoclax,0.9893564809927797,False
Fulvestrant,Osimertinib,0.9968311812531183,False
Fulvestrant,GSK2578215A,,False
Fulvestrant,Savolitinib,0.7453302919850524,False
Fulvestrant,MIM1,,False
Fulvestrant,N25720-51-A1,,False
Fulvestrant,ICL-SIRT078,,False
Fulvestrant,GSK343,,False
Fulvestrant,AGK2,,False
Fulvestrant,Remodelin,,False
Fulvestrant,VX-11e,,False
Fulvestrant,GSK591,,False
Fulvestrant,BMS-754807,0.7453302919850524,False
Fulvestrant,JQ1,,False
123138,Podophyllotoxin bromide,,False
123138,50869,,False
123138,Elephantin,,False
123138,615590,,False
123138,Buparlisib,,False
123138,Ulixertinib,,False
123138,Venetoclax,,False
123138,Osimertinib,,False
123138,GSK2578215A,,False
123138,Savolitinib,,False
123138,MIM1,,False
123138,N25720-51-A1,,False
123138,ICL-SIRT078,,False
123138,GSK343,,False
123138,AGK2,,False
123138,Remodelin,,False
123138,VX-11e,,False
123138,GSK591,,False
123138,BMS-754807,,False
123138,JQ1,,False
Podophyllotoxin bromide,50869,,False
Podophyllotoxin bromide,Elephantin,,False
Podophyllotoxin bromide,615590,,False
Podophyllotoxin bromide,Buparlisib,,False
Podophyllotoxin bromide,Ulixertinib,,False
Podophyllotoxin bromide,Venetoclax,,False
Podophyllotoxin bromide,Osimertinib,,False
Podophyllotoxin bromide,GSK2578215A,,False
Podophyllotoxin bromide,Savolitinib,,False
Podophyllotoxin bromide,MIM1,,False
Podophyllotoxin bromide,N25720-51-A1,,False
Podophyllotoxin bromide,ICL-SIRT078,,False
Podophyllotoxin bromide,GSK343,,False
Podophyllotoxin bromide,AGK2,,False
Podophyllotoxin bromide,Remodelin,,False
Podophyllotoxin bromide,VX-11e,,False
Podophyllotoxin bromide,GSK591,,False
Podophyllotoxin bromide,BMS-754807,,False
Podophyllotoxin bromide,JQ1,,False
50869,Elephantin,,False
50869,615590,,False
50869,Buparlisib,,False
50869,Ulixertinib,,False
50869,Venetoclax,,False
50869,Osimertinib,,False
50869,GSK2578215A,,False
50869,Savolitinib,,False
50869,MIM1,,False
50869,N25720-51-A1,,False
50869,ICL-SIRT078,,False
50869,GSK343,,False
50869,AGK2,,False
50869,Remodelin,,False
50869,VX-11e,,False
50869,GSK591,,False
50869,BMS-754807,,False
50869,JQ1,,False
Elephantin,615590,,False
Elephantin,Buparlisib,,False
Elephantin,Ulixertinib,,False
Elephantin,Venetoclax,,False
Elephantin,Osimertinib,,False
Elephantin,GSK2578215A,,False
Elephantin,Savolitinib,,False
Elephantin,MIM1,,False
Elephantin,N25720-51-A1,,False
Elephantin,ICL-SIRT078,,False
Elephantin,GSK343,,False
Elephantin,AGK2,,False
Elephantin,Remodelin,,False
Elephantin,VX-11e,,False
Elephantin,GSK591,,False
Elephantin,BMS-754807,,False
Elephantin,JQ1,,False
615590,Buparlisib,,False
615590,Ulixertinib,,False
615590,Venetoclax,,False
615590,Osimertinib,,False
615590,GSK2578215A,,False
615590,Savolitinib,,False
615590,MIM1,,False
615590,N25720-51-A1,,False
615590,ICL-SIRT078,,False
615590,GSK343,,False
615590,AGK2,,False
615590,Remodelin,,False
615590,VX-11e,,False
615590,GSK591,,False
615590,BMS-754807,,False
615590,JQ1,,False
Buparlisib,Ulixertinib,,False
Buparlisib,Venetoclax,0.6403851478135839,False
Buparlisib,Osimertinib,0.6899353975523397,False
Buparlisib,GSK2578215A,,False
Buparlisib,Savolitinib,1.0,False
Buparlisib,MIM1,,False
Buparlisib,N25720-51-A1,,False
Buparlisib,ICL-SIRT078,,False
Buparlisib,GSK343,,False
Buparlisib,AGK2,,False
Buparlisib,Remodelin,,False
Buparlisib,VX-11e,,False
Buparlisib,GSK591,,False
Buparlisib,BMS-754807,1.0,False
Buparlisib,JQ1,,False
Ulixertinib,Venetoclax,,False
Ulixertinib,Osimertinib,,False
Ulixertinib,GSK2578215A,,False
Ulixertinib,Savolitinib,,False
Ulixertinib,MIM1,,False
Ulixertinib,N25720-51-A1,,False
Ulixertinib,ICL-SIRT078,,False
Ulixertinib,GSK343,,False
Ulixertinib,AGK2,,False
Ulixertinib,Remodelin,,False
Ulixertinib,VX-11e,,False
Ulixertinib,GSK591,,False
Ulixertinib,BMS-754807,,False
Ulixertinib,JQ1,,False
Venetoclax,Osimertinib,0.9977963176968672,True
Venetoclax,GSK2578215A,,False
Venetoclax,Savolitinib,0.6403851478135839,False
Venetoclax,MIM1,,False
Venetoclax,N25720-51-A1,,False
Venetoclax,ICL-SIRT078,,False
Venetoclax,GSK343,,False
Venetoclax,AGK2,,False
Venetoclax,Remodelin,,False
Venetoclax,VX-11e,,False
Venetoclax,GSK591,,False
Venetoclax,BMS-754807,0.6403851478135839,False
Venetoclax,JQ1,,False
Osimertinib,GSK2578215A,,False
Osimertinib,Savolitinib,0.6899353975523397,False
Osimertinib,MIM1,,False
Osimertinib,N25720-51-A1,,False
Osimertinib,ICL-SIRT078,,False
Osimertinib,GSK343,,False
Osimertinib,AGK2,,False
Osimertinib,Remodelin,,False
Osimertinib,VX-11e,,False
Osimertinib,GSK591,,False
Osimertinib,BMS-754807,0.6899353975523397,False
Osimertinib,JQ1,,False
GSK2578215A,Savolitinib,,False
GSK2578215A,MIM1,,False
GSK2578215A,N25720-51-A1,,False
GSK2578215A,ICL-SIRT078,,False
GSK2578215A,GSK343,,False
GSK2578215A,AGK2,,False
GSK2578215A,Remodelin,,False
GSK2578215A,VX-11e,,False
GSK2578215A,GSK591,,False
GSK2578215A,BMS-754807,,False
GSK2578215A,JQ1,,False
Savolitinib,MIM1,,False
Savolitinib,N25720-51-A1,,False
Savolitinib,ICL-SIRT078,,False
Savolitinib,GSK343,,False
Savolitinib,AGK2,,False
Savolitinib,Remodelin,,False
Savolitinib,VX-11e,,False
Savolitinib,GSK591,,False
Savolitinib,BMS-754807,1.0,False
Savolitinib,JQ1,,False
