DRUG_ID,DRUG_NAME,split,moa_class
929,voxtalisib,val,Other
636,AMG-208,train,Other
476,salvinorin-a,test,Other
48,sulmazole,test,Other
923,torcetrapib,train,Other
826,tecastemizole,train,Other
364,vincristine,train,vinca_alkaloid
276,UK-383367,val,Other
336,temocapril,test,Other
472,LY2801653,val,Other
977,crystal-violet,train,Other
822,balapiravir,train,Other
752,STA-5326,train,Other
1347,oltipraz,test,Other
181,tetrahydrouridine,train,Other
1029,S-methylcysteine,train,Other
1058,AZD1480,test,Other
1045,TG100-115,test,Other
1351,OSI-027,train,Other
8,lappaconite,train,Other
300,PF-05212384,train,Other
1477,AZD8931,train,Other
1478,SB-2343,train,Other
747,KW-2478,test,Other
225,TAK-901,train,Other
959,AZD6482,train,Other
1225,oxiperomide,test,Other
1003,resatorvid,test,Other
342,CPI-1189,train,Other
1223,LY2090314,test,Other
638,etomoxir,train,Other
946,dacomitinib,test,EGFR_inhibitor
930,ABT-737,train,Other
1232,dolastatin-10,train,Other
1180,IKK-2-inhibitor-V,train,Other
1257,erteberel,train,Other
700,AZD8330,test,Other
810,cytochalasin-b,train,Other
317,pelitinib,train,Other
1193,SU014813,test,Other
965,tozasertib,train,Other
1337,flubendazole,test,Other
585,clindamycin-phosphate,train,Other
648,obidoxime,train,Other
1497,efonidipine-monoethanolate,train,Other
1346,cediranib,train,Other
844,pilaralisib,test,Other
1394,indiplon,train,Other
216,CL-218872,train,Other
740,hyoscyamine,val,Other
1199,resiquimod,train,Other
968,piperine,train,Other
1344,PF-04457845,test,Other
158,tagatose,train,Other
863,acesulfame-potassium,train,Other
897,OTS167,train,Other
1235,SB-590885,train,Other
733,SB-505124,train,Other
947,Ro-9187,train,Other
652,ML133,val,Other
110,Ro-106-9920,train,Other
717,VER-49009,test,Other
797,JZL-184,train,Other
621,SB-216641,train,Other
402,tenovin-6,val,Other
973,LDN-212854,train,Other
397,P5091,test,Other
241,CCT137690,train,Other
1353,RS-504393,train,Other
928,MGCD-265,train,Other
996,blebbistatin-(-),test,Other
1256,repsox,train,Other
853,PHA-767491,train,Other
1278,PP-121,val,Other
1094,EVP4593,test,Other
722,4-chlorophenylguanidine,test,Other
468,LB42708,train,Other
1395,anisomycin,train,Other
805,TG-100713,train,Other
541,ETP-46464,train,Other
1066,VU0364770,train,Other
1083,PI-103,train,Other
368,nocodazole,train,Other
436,GTP-14564,train,Other
734,torin-1,train,Other
1197,tyrphostin-AG-1296,train,Other
356,PJ-34,val,Other
735,tyrphostin-A9,train,Other
409,IKK-16,train,Other
363,MEK1-2-inhibitor,train,Other
129,8-hydroxy-PIPAT,test,Other
799,M-344,val,Other
1207,RS-17053,train,Other
780,WP1130,val,Other
603,CD-437,train,Other
1075,SB-431542,val,Other
1304,PTC-209,train,Other
275,LY364947,train,Other
719,JK-184,train,Other
210,PPT,train,Other
380,CGP-52411,test,Other
1078,PQ-401,train,Other
1224,GW-788388,train,Other
1089,torin-2,train,Other
817,PP-1,train,Other
782,"L-798,106",train,Other
757,AZ20,val,Other
94,WYE-125132,train,Other
293,BAM7,val,Other
1475,desoxycortone,train,Other
1077,cyclocytidine,train,Other
723,STF-118804,train,Other
835,securinine,train,Other
563,NMS-873,train,Other
921,SC-144,train,Other
387,KY02111,train,Other
117,BNTX,val,Other
294,WHI-P154,train,Other
131,Ro-04-5595,test,Other
833,PSB-1115,train,Other
428,CHIR-99021,train,Other
1245,RI-1,test,Other
1122,SMI-4a,test,Other
330,VS-4718,train,Other
395,BMS-345541,train,Other
1228,PF-4981517,test,Other
413,BAY-11-7082,train,Other
1008,AS-1949490,test,Other
547,ethacridine-lactate-monohydrate,train,Other
801,3'-fluorobenzylspiperone,val,Other
1036,10-hydroxycamptothecin,train,Other
500,NVP-TAE226,train,Other
980,MG-132,train,Other
1259,RS-16566,train,Other
599,cilostamide,train,Other
319,CCG-50014,train,Other
350,morin,train,Other
1080,GDC-0879,train,Other
991,SB-218795,train,Other
1444,PP-2,train,Other
609,1-naphthyl-PP1,train,Other
618,homoquinolinic-acid,test,Other
792,atenolol-(-),train,Other
1335,kynurenic-acid,train,Other
756,"MNS-(3,4-Methylenedioxy-nitrostyrene)",train,Other
721,SAR131675,val,Other
458,HA14-1,train,Other
1436,SB-657510,test,Other
800,MPI-0479605,train,Other
91,SID-7969543,train,Other
384,NSC-3852,train,Other
858,NVP-TAE684,train,Other
556,JNJ-16259685,val,Other
141,K-858,train,Other
1090,trichostatin-a,train,Other
1135,4-methylhistamine,train,Other
262,GSK1904529A,train,Other
1437,PHA-665752,train,Other
1163,ZLN005,train,Other
1039,2'-MeCCPA,train,Other
616,domiphen,train,Other
1263,SCH-58261,train,Other
281,GSK1838705A,test,Other
1454,Y-320,test,Other
230,CHIR-124,train,Other
689,tetramethylthiuram-monosulfide,val,Other
1131,nexturastat-a,train,Other
1227,A-674563,train,Other
1211,gamma-aminobutyric-acid,test,Other
686,stemregenin-1,test,Other
176,A61603,val,Other
1468,PD-173074,val,Other
1166,WZ-3146,train,Other
352,JNJ-7706621,test,Other
649,rociletinib,train,Other
1055,diphenyleneiodonium,train,Other
1159,arcyriaflavin-a,train,Other
1221,NVP-BVU972,train,Other
877,TPCA-1,train,Other
1251,GW-583340,train,Other
997,endo-IWR-1,test,Other
913,JQ1-(+),train,Other
173,BI-D1870,train,Other
725,DMH1,val,Other
1465,P22077,test,Other
199,ginkgolide-a,val,Other
815,4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine,train,Other
730,TG-101209,train,Other
775,oncrasin-1,val,Other
564,K-Ras(G12C)-inhibitor-6,train,Other
431,CCMI,train,Other
1273,AC-264613,train,Other
662,tyrphostin-AG-494,train,Other
1091,tyrphostin-AG-1478,train,Other
979,tyrphostin-AG-99,train,Other
1124,INH1,test,Other
574,BIX-01294,train,Other
65,alexidine,train,Other
1202,CCT128930,train,Other
10,SB-218078,train,Other
18,CID-5458317,train,Other
1370,PD-198306,train,Other
839,ribitol,train,Other
1262,NSC-632839,train,Other
1336,WAY-600,train,Other
484,GGTI-298,train,Other
68,MTPG,test,Other
59,KI-16425,train,Other
1427,TWS-119,train,Other
847,BX-912,train,Other
175,oligomycin-a,train,Other
498,SKI-II,val,Other
1209,tryptanthrin,train,Other
1277,WZ8040,train,Other
1281,SB-239063,train,Other
777,OTX015,train,Other
1438,OLDA,test,Other
285,AM-580,train,Other
628,1-phenylbiguanide,test,Other
1476,parthenolide,train,Other
856,RS-67506,train,Other
439,filgotinib,test,Other
1073,4E1RCat,val,Other
1324,aphidicolin,train,Other
1341,R306465,train,Other
795,7-hydroxystaurosporine,train,Other
244,cobimetinib,train,MEK_inhibitor
499,TH-302,train,Other
1338,linsitinib,train,Other
64,lestaurtinib,test,Other
192,N-acetylmannosamine,test,Other
1164,SNX-5422,train,Other
545,5-hydroxymethyl-tolterodine,train,Other
591,CH5132799,train,Other
907,dichlorisone-acetate,train,Other
593,AP1903,train,Other
21,tipranavir,train,Other
310,irinotecan,train,topo1_inhibitor
796,betulinic-acid,train,Other
976,sulfabenzamide,train,Other
998,SB-225002,train,Other
56,erastin,train,Other
995,FPH1-(BRD-6125),train,Other
785,Y-27632,train,Other
720,MK-0773,train,Other
768,mibampator,train,Other
920,rigosertib,train,Other
1328,dovitinib,test,Other
1095,proflavine-hemisulfate,train,Other
1354,taltobulin,train,Other
769,SR-33805,train,Other
301,GSK2126458,train,Other
788,TU-2100,train,Other
1391,ipsapirone,test,Other
80,oprozomib,train,Other
419,CS-110266,train,Other
265,PD-184352,test,Other
683,PU-H71,train,Other
1322,AZD2461,train,Other
1061,TMC-353121,train,Other
1017,venetoclax,train,BCL2_inhibitor
475,darapladib,train,Other
525,AV-412,train,Other
1313,telatinib,train,Other
69,PKI-179,test,Other
235,kifunensine,train,Other
567,PD-153035,train,Other
266,E7449,train,Other
146,echinomycin,train,Other
44,idazoxan,train,Other
1274,gastrodin,test,Other
688,ribociclib,train,CDK4_6_inhibitor
509,cariporide,test,Other
1254,TAK-285,train,Other
1474,finafloxacin,train,Other
864,dienogest,train,Other
1356,cetylpyridinium,train,Other
1463,diaveridine,train,Other
516,U-18666A,val,Other
758,tasisulam,train,Other
1048,ispinesib,train,Other
220,uric-acid,train,Other
714,FK-3311,test,Other
753,NVP-AUY922,test,Other
1420,RAF265,train,Other
513,AMG900,test,Other
522,DVD-111,test,Other
902,cinalukast,train,Other
697,zardaverine,train,Other
1021,idasanutlin,train,Other
625,lucitanib,train,Other
941,dacinostat,train,Other
682,bindarit,test,Other
646,tivantinib,train,Other
607,BGT226,test,Other
1390,AR-12,train,Other
444,LY2874455,train,Other
304,LCL-161,train,Other
318,DU-728,train,Other
401,givinostat,train,Other
497,CEP-32496,val,Other
345,ambazone,train,Other
323,merimepodib,train,Other
14,galeterone,train,Other
1248,xilobam,train,Other
1292,navarixin,test,Other
326,TAS-103,test,Other
303,I-BET-762,train,Other
640,orotic-acid,train,Other
1373,AS-703026,test,Other
755,buparlisib,val,Other
138,ixazomib-citrate,val,Other
1285,MEK162,val,MEK_inhibitor
1374,GSK923295,train,Other
687,GSK1070916,train,Other
354,pyroxamide,val,Other
1311,ercalcitriol,train,Other
803,XBD173,train,Other
783,hyodeoxycholic-acid,train,Other
1290,PD-407824,train,Other
1379,DCEBIO,train,Other
549,CNX-2006,val,Other
1175,BI-78D3,train,Other
313,tremorine,train,Other
441,stattic,val,Other
552,MK-8745,train,Other
745,GSK2656157,train,Other
691,CEP-33779,train,Other
912,PR-619,test,Other
248,XL388,train,Other
104,flumethasone-pivalate,test,Other
632,TAK-632,train,Other
316,fenaclon,test,Other
327,PHA-680632,train,Other
1014,deforolimus,train,Other
1028,ZSTK-474,test,Other
448,talmapimod,train,Other
881,nemorubicin,test,Other
321,"CP-945,598",val,Other
324,SR-57227A,train,Other
383,AR-42,train,Other
824,cebranopadol,test,Other
455,indirubin,train,Other
452,JTC-801,train,Other
1264,tideglusib,test,Other
832,cytochlor,train,Other
1332,neratinib,test,EGFR_inhibitor
371,PCI-24781,val,Other
373,YM-976,train,Other
1160,xanomeline,train,Other
482,saracatinib,train,Other
504,selinexor,train,Other
529,CYT-997,train,Other
512,KW-2449,val,Other
1219,brefeldin-a,train,Other
694,kenpaullone,train,Other
234,methiazole,val,Other
263,GSK-3-inhibitor-IX,train,Other
935,chicago-sky-blue-6b,train,Other
1216,SB-200646,train,Other
1451,caffeic-acid-phenethyl-ester,train,Other
114,KF-38789,test,Other
1473,GSK-J4,train,Other
1143,KPT-185,train,Other
1168,OSI-420,train,Other
1113,NAN-190,train,Other
502,beta-naphthol,train,Other
1334,AZD2858,val,Other
242,NU6027,train,Other
899,aurora-a-inhibitor-i,train,Other
495,NSC-697923,train,Other
124,golgicide-a,train,Other
738,spermidine,train,Other
1098,dianhydrogalactitol,train,Other
678,carmustine,val,Other
1112,cisplatin,train,platinum
533,dichlorvos,train,Other
269,sevoflurane,test,Other
34,ornithine,test,Other
1494,ammonium-lactate,train,Other
426,pyrithione-zinc,train,Other
1237,oxaliplatin,train,platinum
1325,foscarnet,train,Other
940,fluroxene,train,Other
1178,phenylmercuric-acetate,test,Other
1275,captamine,train,Other
490,BIX-02188,train,Other
1400,U-0126,test,Other
1326,novobiocin,test,Other
1034,acipimox,train,Other
273,methoxyflurane,train,Other
637,D-7193,train,Other
1393,carboplatin,train,platinum
51,pheniramine,val,Other
133,mexiletine,train,Other
31,usniacin-(+),train,Other
1244,erythritol,train,Other
88,linalool,train,Other
985,chlormidazole,train,Other
1398,trans-4-Hydroxycrotonic-acid,test,Other
130,sodium-stibogluconate,train,Other
391,isopropyl-myristate,val,Other
125,oxyphencyclimine,train,Other
960,acetylcysteine,train,Other
370,mechlorethamine,train,Other
1268,vorinostat,train,Other
447,penicillamine-(D),train,Other
1498,dichloroacetate,train,Other
1392,oleanolic-acid,train,Other
1404,norethindrone,train,Other
394,cyclosporine,val,Other
942,brigatinib,train,Other
1372,elacridar,train,Other
492,BNC105,train,Other
427,bis(maltolato)oxovanadium(IV),train,Other
565,carboxypyridine-disulfide,test,Other
167,bafetinib,train,Other
501,enoximone,test,Other
587,beta-lapachone,train,Other
1096,carboxyamidotriazole,test,Other
974,cyclovalone,test,Other
1319,erdafitinib,train,Other
659,cibenzoline,test,Other
716,atiprimod,train,Other
434,forodesine,test,Other
1376,fenretinide,train,Other
1156,etoposide-phosphate,train,topo2_inhibitor
523,gidazepam,train,Other
596,chidamide,val,Other
215,brivaracetam,test,Other
1381,bentazepam,test,Other
1296,LY3023414,train,Other
1173,hexaminolevulinate,val,Other
1206,GS-9973,val,Other
1491,lorlatinib,train,Other
446,GSK2830371,train,Other
808,metyrapone,val,Other
1184,idronoxil,val,Other
1152,gilteritinib,val,Other
517,napabucasin,train,Other
1299,litronesib,test,Other
956,ONC201,train,Other
917,niraparib,train,Other
491,LY2606368,train,Other
450,indisulam,train,Other
1488,motesanib,train,Other
1266,JTE-607,val,Other
855,poziotinib,train,Other
470,salvianolic-acid-B,train,Other
1377,tedizolid-phosphate,test,Other
924,topotecan,train,topo1_inhibitor
1455,tofogliflozin,train,Other
562,tucatinib,train,Other
972,vindesine,train,Other
278,vinblastine,train,vinca_alkaloid
379,UNC0631,train,Other
355,pardoprunox,train,Other
1250,rubitecan,test,Other
1042,vinflunine,train,Other
250,XL-647,train,Other
1016,PI3K-IN-2,train,Other
760,verubulin,train,Other
261,VE-822,train,Other
58,aminoglutethimide,test,Other
228,olaparib,train,Other
245,azacitidine,train,Other
272,AZ-628,train,Other
307,gambogic-acid,train,Other
309,irinotecan,train,topo1_inhibitor
315,3-amino-benzamide,train,Other
333,dabrafenib,val,BRAF_inhibitor
347,alectinib,test,ALK_inhibitor
362,NVP-BEZ235,test,Other
366,trametinib,test,MEK_inhibitor
375,BMS-754807,val,Other
422,obatoclax,test,BCL2_inhibitor
438,regorafenib,test,Other
449,talmapimod,train,Other
485,lapatinib,train,EGFR_inhibitor
536,sorafenib,train,multikinase_inhibitor
601,resminostat,train,Other
619,docetaxel,val,taxane
668,dacarbazine,train,Other
696,filanesib,train,Other
763,sunitinib,train,multikinase_inhibitor
772,daunorubicin,train,Other
842,thioguanine,train,Other
854,poziotinib,train,Other
869,palbociclib,test,CDK4_6_inhibitor
933,vemurafenib,train,BRAF_inhibitor
943,brigatinib,train,Other
966,tozasertib,val,Other
1010,paclitaxel,train,taxane
1018,venetoclax,train,BCL2_inhibitor
1031,semaxanib,train,Other
1041,gefitinib,train,EGFR_inhibitor
1063,afatinib,train,EGFR_inhibitor
1127,ibrutinib,train,BTK_inhibitor
1129,erlotinib,test,EGFR_inhibitor
1183,pazopanib,test,Other
1201,BMS-690514,train,Other
1230,crizotinib,train,ALK_inhibitor
1241,decitabine,train,Other
1267,vorinostat,train,Other
1271,tanespimycin,train,Other
1287,navitoclax,train,BCL2_inhibitor
1289,batimastat,train,Other
1307,alvespimycin,train,Other
1329,dovitinib,train,Other
1367,bortezomib,train,Other
1415,imatinib,test,BCR_ABL_inhibitor
1499,dichloroacetate,val,Other
392,everolimus,train,mTOR_inhibitor
